playername,wardsplaced,wardskilled,controlwardsbought,visionscore,games_played,ward_placement_rate,ward_kill_rate,controlward_rate,visionscore_rate
Yampi,392,393,318,1783,37,10.594594594594595,10.621621621621621,8.594594594594595,48.189189189189186
Yanxiang,58,104,45,393,7,8.285714285714286,14.857142857142858,6.428571428571429,56.142857142857146
Yasikof,76,70,64,386,10,7.6,7.0,6.4,38.6
Ycx,2933,822,916,6118,52,56.40384615384615,15.807692307692308,17.615384615384617,117.65384615384616
YellowMoonkey,23,11,4,50,3,7.666666666666667,3.6666666666666665,1.3333333333333333,16.666666666666668
Yen,253,155,58,604,26,9.73076923076923,5.961538461538462,2.230769230769231,23.23076923076923
Yeon,802,657,306,2422,60,13.366666666666667,10.95,5.1,40.36666666666667
Yerikan,844,186,178,1665,14,60.285714285714285,13.285714285714286,12.714285714285714,118.92857142857143
Yike,891,924,773,4255,93,9.580645161290322,9.935483870967742,8.311827956989248,45.75268817204301
Yoangi,186,138,35,519,13,14.307692307692308,10.615384615384615,2.6923076923076925,39.92307692307692
Yohan,67,123,54,412,10,6.7,12.3,5.4,41.2
Yoshida,79,30,18,148,7,11.285714285714286,4.285714285714286,2.5714285714285716,21.142857142857142
Young,120,56,33,270,9,13.333333333333334,6.222222222222222,3.6666666666666665,30.0
YoungJae,1299,1014,1034,5157,96,13.53125,10.5625,10.770833333333334,53.71875
Yuanyue,110,44,37,278,11,10.0,4.0,3.3636363636363638,25.272727272727273
Yuhi,594,424,165,1586,53,11.20754716981132,8.0,3.1132075471698113,29.92452830188679
Yukin0,32,29,3,97,4,8.0,7.25,0.75,24.25
Yukina,165,52,43,354,4,41.25,13.0,10.75,88.5
Yukino,513,539,407,2411,55,9.327272727272728,9.8,7.4,43.836363636363636
Yume,1191,225,365,2090,20,59.55,11.25,18.25,104.5
Yupps,577,243,269,1442,39,14.794871794871796,6.230769230769231,6.897435897435898,36.97435897435897
Yur4ik,751,209,171,1712,18,41.72222222222222,11.61111111111111,9.5,95.11111111111111
Yuri,96,83,34,335,10,9.6,8.3,3.4,33.5
Yuros,10,6,0,24,1,10.0,6.0,0.0,24.0
Yusah,252,291,246,1217,24,10.5,12.125,10.25,50.708333333333336
Yuta,149,136,126,651,15,9.933333333333334,9.066666666666666,8.4,43.4
Yuu,359,187,125,984,43,8.348837209302326,4.348837209302325,2.9069767441860463,22.88372093023256
Yuuji,262,286,232,1343,29,9.03448275862069,9.862068965517242,8.0,46.310344827586206
ZOEN,456,202,208,1233,37,12.324324324324325,5.45945945945946,5.621621621621622,33.32432432432432
ZUIAN,85,33,30,219,8,10.625,4.125,3.75,27.375
ZZG Rubyy,9,0,1,7,1,9.0,0.0,1.0,7.0
ZZG sall,4,7,2,31,1,4.0,7.0,2.0,31.0
ZaFiR,1763,457,365,3702,38,46.39473684210526,12.026315789473685,9.605263157894736,97.42105263157895
ZaZee,708,293,232,1683,53,13.358490566037736,5.528301886792453,4.377358490566038,31.754716981132077
Zaiiche,114,13,37,213,8,14.25,1.625,4.625,26.625
Zamudo,252,127,98,695,26,9.692307692307692,4.884615384615385,3.769230769230769,26.73076923076923
Zankiller,137,112,92,593,14,9.785714285714286,8.0,6.571428571428571,42.357142857142854
Zanzarah,846,596,643,3325,77,10.987012987012987,7.740259740259741,8.35064935064935,43.18181818181818
Zdz,779,376,320,2028,50,15.58,7.52,6.4,40.56
Ze Luis,1240,308,300,2478,24,51.666666666666664,12.833333333333334,12.5,103.25
Zeka,1702,1064,803,4760,119,14.302521008403362,8.941176470588236,6.7478991596638656,40.0
ZekaS,612,228,278,1520,46,13.304347826086957,4.956521739130435,6.043478260869565,33.04347826086956
Zekakos,114,39,26,252,3,38.0,13.0,8.666666666666666,84.0
Zelt,482,246,162,1322,40,12.05,6.15,4.05,33.05
Zeniv,329,132,26,797,31,10.612903225806452,4.258064516129032,0.8387096774193549,25.70967741935484
Zenoken,136,124,115,564,14,9.714285714285714,8.857142857142858,8.214285714285714,40.285714285714285
Zephyr,661,604,610,2821,65,10.169230769230769,9.292307692307693,9.384615384615385,43.4
Zerberus,32,27,16,146,5,6.4,5.4,3.2,29.2
Zerito,41,10,5,82,5,8.2,2.0,1.0,16.4
Zero,60,25,12,124,7,8.571428571428571,3.5714285714285716,1.7142857142857142,17.714285714285715
Zeron,345,130,64,764,29,11.89655172413793,4.482758620689655,2.206896551724138,26.344827586206897
Zest,352,221,111,984,30,11.733333333333333,7.366666666666666,3.7,32.8
ZeuSs,61,15,18,135,6,10.166666666666666,2.5,3.0,22.5
Zeus,1542,630,639,4039,119,12.957983193277311,5.294117647058823,5.369747899159663,33.94117647058823
Zev,202,147,58,529,20,10.1,7.35,2.9,26.45
Zewih,345,303,44,1035,42,8.214285714285714,7.214285714285714,1.0476190476190477,24.642857142857142
Zeycce,24,3,6,41,2,12.0,1.5,3.0,20.5
Zeypher,93,42,29,200,6,15.5,7.0,4.833333333333333,33.333333333333336
Zeyzal,2840,506,736,5393,49,57.95918367346939,10.326530612244898,15.020408163265307,110.06122448979592
Zezin,31,12,0,83,5,6.2,2.4,0.0,16.6
Zhayend,201,47,43,384,15,13.4,3.1333333333333333,2.8666666666666667,25.6
Zhuo,3014,727,812,5887,47,64.12765957446808,15.46808510638298,17.27659574468085,125.25531914893617
ZiYe,543,157,167,1166,11,49.36363636363637,14.272727272727273,15.181818181818182,106.0
Zicssi,701,1008,591,3767,68,10.308823529411764,14.823529411764707,8.691176470588236,55.39705882352941
Zika,459,289,222,1419,44,10.431818181818182,6.568181818181818,5.045454545454546,32.25
Zinie,1275,956,644,3785,96,13.28125,9.958333333333334,6.708333333333333,39.427083333333336
Zkai,523,213,187,1302,52,10.057692307692308,4.096153846153846,3.5961538461538463,25.03846153846154
Zoelys,3220,863,797,6551,54,59.629629629629626,15.981481481481481,14.75925925925926,121.31481481481481
Zoiren,64,26,19,152,7,9.142857142857142,3.7142857142857144,2.7142857142857144,21.714285714285715
Zothve,361,140,207,877,31,11.64516129032258,4.516129032258065,6.67741935483871,28.29032258064516
Zubac,526,673,472,2921,79,6.658227848101266,8.518987341772151,5.974683544303797,36.9746835443038
Zuhy,181,63,62,374,12,15.083333333333334,5.25,5.166666666666667,31.166666666666668
Zven,632,551,142,1885,51,12.392156862745098,10.803921568627452,2.784313725490196,36.96078431372549
Zwyroo,333,150,121,872,28,11.892857142857142,5.357142857142857,4.321428571428571,31.142857142857142
Zyko,2018,461,431,4057,37,54.54054054054054,12.45945945945946,11.64864864864865,109.64864864864865
aadurrr,244,163,100,677,30,8.133333333333333,5.433333333333334,3.3333333333333335,22.566666666666666
adi1,558,584,390,2651,66,8.454545454545455,8.848484848484848,5.909090909090909,40.166666666666664
akostas47,8,14,3,63,3,2.6666666666666665,4.666666666666667,1.0,21.0
alishor,107,21,22,206,10,10.7,2.1,2.2,20.6
alix,503,309,157,1413,54,9.314814814814815,5.722222222222222,2.9074074074074074,26.166666666666668
amatsusune,66,34,24,151,5,13.2,6.8,4.8,30.2
april,525,121,126,1077,11,47.72727272727273,11.0,11.454545454545455,97.9090909090909
ardaffler,305,177,87,727,23,13.26086956521739,7.695652173913044,3.782608695652174,31.608695652173914
bakisa,173,59,34,317,14,12.357142857142858,4.214285714285714,2.4285714285714284,22.642857142857142
bans,16,17,4,49,1,16.0,17.0,4.0,49.0
bat,132,98,47,385,10,13.2,9.8,4.7,38.5
behave,192,238,152,1031,32,6.0,7.4375,4.75,32.21875
beishang,49,65,40,256,6,8.166666666666666,10.833333333333334,6.666666666666667,42.666666666666664
belit,405,384,330,1897,47,8.617021276595745,8.170212765957446,7.0212765957446805,40.361702127659576
besu,217,49,67,426,5,43.4,9.8,13.4,85.2
bicas,87,53,70,292,7,12.428571428571429,7.571428571428571,10.0,41.714285714285715
bluerzor,353,295,248,1402,30,11.766666666666667,9.833333333333334,8.266666666666667,46.733333333333334
bobista,852,235,166,1756,66,12.909090909090908,3.5606060606060606,2.515151515151515,26.606060606060606
buffi,502,186,134,1118,47,10.680851063829786,3.9574468085106385,2.851063829787234,23.78723404255319
burningstar,11,22,9,79,2,5.5,11.0,4.5,39.5
c0st0m,169,97,59,506,19,8.894736842105264,5.105263157894737,3.1052631578947367,26.63157894736842
cc,85,82,66,354,9,9.444444444444445,9.11111111111111,7.333333333333333,39.333333333333336
ceo,566,263,206,1268,31,18.258064516129032,8.483870967741936,6.645161290322581,40.903225806451616
charlotte,216,103,91,549,17,12.705882352941176,6.0588235294117645,5.352941176470588,32.294117647058826
chico,524,319,180,1317,39,13.435897435897436,8.179487179487179,4.615384615384615,33.76923076923077
child,564,206,125,1314,14,40.285714285714285,14.714285714285714,8.928571428571429,93.85714285714286
chilioil,90,80,33,269,9,10.0,8.88888888888889,3.6666666666666665,29.88888888888889
chips,125,111,44,378,9,13.88888888888889,12.333333333333334,4.888888888888889,42.0
choego,625,398,112,1625,58,10.775862068965518,6.862068965517241,1.9310344827586208,28.017241379310345
cicil,285,90,93,615,6,47.5,15.0,15.5,102.5
cody,671,180,354,1307,32,20.96875,5.625,11.0625,40.84375
curty,91,28,46,208,7,13.0,4.0,6.571428571428571,29.714285714285715
denizzz,194,227,156,944,23,8.434782608695652,9.869565217391305,6.782608695652174,41.04347826086956
denyk,3219,742,853,6644,67,48.04477611940298,11.074626865671641,12.73134328358209,99.16417910447761
deokdam,1231,842,329,3192,90,13.677777777777777,9.355555555555556,3.6555555555555554,35.46666666666667
dyNquedo,202,113,113,528,12,16.833333333333332,9.416666666666666,9.416666666666666,44.0
eXyu,283,299,247,1329,28,10.107142857142858,10.678571428571429,8.821428571428571,47.464285714285715
eaRyz,427,358,350,1841,49,8.714285714285714,7.3061224489795915,7.142857142857143,37.57142857142857
escoX,1293,312,296,2591,27,47.888888888888886,11.555555555555555,10.962962962962964,95.96296296296296
eskimas,21,6,3,48,2,10.5,3.0,1.5,24.0
ezman,253,148,79,639,26,9.73076923076923,5.6923076923076925,3.0384615384615383,24.576923076923077
fNb,506,204,193,1274,36,14.055555555555555,5.666666666666667,5.361111111111111,35.388888888888886
fantomisto,441,276,224,1284,39,11.307692307692308,7.076923076923077,5.743589743589744,32.92307692307692
fengyue,193,45,60,367,4,48.25,11.25,15.0,91.75
ffernandes,32,14,0,82,3,10.666666666666666,4.666666666666667,0.0,27.333333333333332
fishone,205,187,64,595,20,10.25,9.35,3.2,29.75
frajgo,641,393,264,2071,74,8.662162162162161,5.3108108108108105,3.5675675675675675,27.986486486486488
freaky dao,121,121,92,559,13,9.307692307692308,9.307692307692308,7.076923076923077,43.0
frosty,2196,616,659,4565,36,61.0,17.11111111111111,18.305555555555557,126.80555555555556
froy,60,53,27,276,7,8.571428571428571,7.571428571428571,3.857142857142857,39.42857142857143
godfan,18,11,11,50,2,9.0,5.5,5.5,25.0
goose,10,16,8,87,4,2.5,4.0,2.0,21.75
gtrik,117,32,21,233,10,11.7,3.2,2.1,23.3
haichao,569,376,302,1692,44,12.931818181818182,8.545454545454545,6.863636363636363,38.45454545454545
hammerul,24,43,26,170,7,3.4285714285714284,6.142857142857143,3.7142857142857144,24.285714285714285
handm,658,250,196,1720,77,8.545454545454545,3.2467532467532467,2.5454545454545454,22.337662337662337
helforca,142,40,7,280,13,10.923076923076923,3.076923076923077,0.5384615384615384,21.53846153846154
hidududu,134,34,37,256,4,33.5,8.5,9.25,64.0
huhi,1820,404,501,3485,28,65.0,14.428571428571429,17.892857142857142,124.46428571428571
hybradge,206,155,180,773,21,9.80952380952381,7.380952380952381,8.571428571428571,36.80952380952381
iBo,563,348,164,1593,43,13.093023255813954,8.093023255813954,3.813953488372093,37.04651162790697
iLEVI,2499,652,653,5151,44,56.79545454545455,14.818181818181818,14.840909090909092,117.06818181818181
ianshaka,555,407,167,1556,42,13.214285714285714,9.69047619047619,3.9761904761904763,37.04761904761905
ilyy,7,1,0,8,1,7.0,1.0,0.0,8.0
isaN,91,91,69,452,10,9.1,9.1,6.9,45.2
iwanan,353,223,47,996,46,7.673913043478261,4.8478260869565215,1.0217391304347827,21.652173913043477
iyy,148,127,129,585,12,12.333333333333334,10.583333333333334,10.75,48.75
jjs156,381,133,139,959,38,10.026315789473685,3.5,3.6578947368421053,25.236842105263158
jmz,152,57,66,345,14,10.857142857142858,4.071428571428571,4.714285714285714,24.642857142857142
jokaa,266,207,182,1072,27,9.851851851851851,7.666666666666667,6.7407407407407405,39.7037037037037
juny,74,76,65,357,9,8.222222222222221,8.444444444444445,7.222222222222222,39.666666666666664
justcan,2017,509,500,4060,37,54.513513513513516,13.756756756756756,13.513513513513514,109.72972972972973
kPr,228,95,81,560,18,12.666666666666666,5.277777777777778,4.5,31.11111111111111
kahura,11,6,0,29,2,5.5,3.0,0.0,14.5
kairi,912,258,277,1933,19,48.0,13.578947368421053,14.578947368421053,101.73684210526316
kamilius,837,219,239,1712,15,55.8,14.6,15.933333333333334,114.13333333333334
kanashimi,27,18,17,75,3,9.0,6.0,5.666666666666667,25.0
kehvo,432,243,49,959,45,9.6,5.4,1.0888888888888888,21.31111111111111
kkero,1615,389,493,3237,31,52.096774193548384,12.548387096774194,15.903225806451612,104.41935483870968
kkkkkkkkk,498,233,245,1316,51,9.764705882352942,4.568627450980392,4.803921568627451,25.80392156862745
kngo,51,44,12,182,5,10.2,8.8,2.4,36.4
koisi,697,186,199,1470,18,38.72222222222222,10.333333333333334,11.055555555555555,81.66666666666667
konseki,1042,297,289,2172,20,52.1,14.85,14.45,108.6
kyeahoo,1219,715,597,3512,97,12.56701030927835,7.371134020618556,6.154639175257732,36.20618556701031
lamb,27,16,9,78,4,6.75,4.0,2.25,19.5
linn,92,72,30,275,9,10.222222222222221,8.0,3.3333333333333335,30.555555555555557
lll,333,48,111,553,6,55.5,8.0,18.5,92.16666666666667
lobellan,110,82,12,390,16,6.875,5.125,0.75,24.375
looki,57,34,9,136,6,9.5,5.666666666666667,1.5,22.666666666666668
manuemdo,130,24,36,266,3,43.333333333333336,8.0,12.0,88.66666666666667
many,652,365,280,1792,61,10.688524590163935,5.983606557377049,4.590163934426229,29.37704918032787
marlon,3687,852,1037,7287,67,55.02985074626866,12.716417910447761,15.477611940298507,108.76119402985074
meight,66,27,15,160,7,9.428571428571429,3.857142857142857,2.142857142857143,22.857142857142858
miaemi,69,16,22,140,2,34.5,8.0,11.0,70.0
micaO,159,92,29,368,15,10.6,6.133333333333334,1.9333333333333333,24.533333333333335
miflond,91,126,81,483,12,7.583333333333333,10.5,6.75,40.25
mikasa,86,81,52,355,9,9.555555555555555,9.0,5.777777777777778,39.44444444444444
milkyway,393,471,327,1853,40,9.825,11.775,8.175,46.325
minemaciek,4461,873,1130,8545,75,59.48,11.64,15.066666666666666,113.93333333333334
moe,211,191,174,987,24,8.791666666666666,7.958333333333333,7.25,41.125
monkaS,2168,570,541,4608,43,50.41860465116279,13.255813953488373,12.581395348837209,107.16279069767442
naau,201,269,219,1188,36,5.583333333333333,7.472222222222222,6.083333333333333,33.0
naiyou,456,580,375,2268,36,12.666666666666666,16.11111111111111,10.416666666666666,63.0
nicolaiy,131,145,141,627,14,9.357142857142858,10.357142857142858,10.071428571428571,44.785714285714285
nrmn,94,59,34,255,8,11.75,7.375,4.25,31.875
nuc,541,351,292,1590,42,12.880952380952381,8.357142857142858,6.9523809523809526,37.857142857142854
nvillada,259,92,50,620,25,10.36,3.68,2.0,24.8
pan,510,144,176,1168,41,12.439024390243903,3.5121951219512195,4.2926829268292686,28.48780487804878
pinvvei,46,11,11,87,1,46.0,11.0,11.0,87.0
playcool,520,309,276,1488,40,13.0,7.725,6.9,37.2
ppgod,4367,867,1290,7988,73,59.821917808219176,11.876712328767123,17.671232876712327,109.42465753424658
pr1me,314,88,17,633,31,10.129032258064516,2.838709677419355,0.5483870967741935,20.419354838709676
ptt,96,30,20,184,9,10.666666666666666,3.3333333333333335,2.2222222222222223,20.444444444444443
putaogou,58,48,61,230,7,8.285714285714286,6.857142857142857,8.714285714285714,32.857142857142854
qiuyu,124,28,46,233,9,13.777777777777779,3.111111111111111,5.111111111111111,25.88888888888889
qlibali,29,19,37,122,5,5.8,3.8,7.4,24.4
raedz,220,90,49,501,17,12.941176470588236,5.294117647058823,2.8823529411764706,29.470588235294116
raining,676,282,137,1523,52,13.0,5.423076923076923,2.6346153846153846,29.28846153846154
rajed,125,47,9,295,16,7.8125,2.9375,0.5625,18.4375
rakii,382,330,40,1125,48,7.958333333333333,6.875,0.8333333333333334,23.4375
random,186,88,67,475,18,10.333333333333334,4.888888888888889,3.7222222222222223,26.38888888888889
rcg,4,10,5,29,1,4.0,10.0,5.0,29.0
reje,168,102,4,379,22,7.636363636363637,4.636363636363637,0.18181818181818182,17.227272727272727
risdrengen,9,8,2,36,1,9.0,8.0,2.0,36.0
rovex,1751,405,348,3564,33,53.06060606060606,12.272727272727273,10.545454545454545,108.0
rre,344,290,174,1151,44,7.818181818181818,6.590909090909091,3.9545454545454546,26.15909090909091
rym,355,165,124,901,30,11.833333333333334,5.5,4.133333333333334,30.033333333333335
sSephix,6,1,3,10,1,6.0,1.0,3.0,10.0
sajed,353,323,65,1045,37,9.54054054054054,8.72972972972973,1.7567567567567568,28.243243243243242
salgueir0,4,11,3,30,1,4.0,11.0,3.0,30.0
sanghyeon,2539,518,650,4690,37,68.62162162162163,14.0,17.56756756756757,126.75675675675676
sarolu,475,623,446,2384,42,11.30952380952381,14.833333333333334,10.619047619047619,56.76190476190476
sasi,531,210,169,1375,52,10.211538461538462,4.038461538461538,3.25,26.442307692307693
scamber,2785,592,758,5296,44,63.29545454545455,13.454545454545455,17.227272727272727,120.36363636363636
scuro,559,311,209,1387,36,15.527777777777779,8.63888888888889,5.805555555555555,38.52777777777778
seaz,3533,673,781,6737,63,56.07936507936508,10.682539682539682,12.396825396825397,106.93650793650794
selenex,365,90,137,790,27,13.518518518518519,3.3333333333333335,5.074074074074074,29.25925925925926
shanji,492,207,209,1321,47,10.46808510638298,4.404255319148936,4.446808510638298,28.106382978723403
sheer,1163,456,479,2989,99,11.747474747474747,4.606060606060606,4.838383838383838,30.19191919191919
shibi,466,593,341,2580,65,7.1692307692307695,9.123076923076923,5.246153846153846,39.69230769230769
shidolovell,9,7,4,34,1,9.0,7.0,4.0,34.0
shochi,194,76,74,396,17,11.411764705882353,4.470588235294118,4.352941176470588,23.294117647058822
sinian,84,51,52,234,7,12.0,7.285714285714286,7.428571428571429,33.42857142857143
skakavka,100,67,0,258,11,9.090909090909092,6.090909090909091,0.0,23.454545454545453
smifi,1144,203,304,2086,21,54.476190476190474,9.666666666666666,14.476190476190476,99.33333333333333
soap,34,13,10,70,2,17.0,6.5,5.0,35.0
sorrow,111,141,88,552,11,10.090909090909092,12.818181818181818,8.0,50.18181818181818
soul1,178,457,146,1608,43,4.1395348837209305,10.627906976744185,3.395348837209302,37.395348837209305
starkyy,307,73,63,588,27,11.37037037037037,2.7037037037037037,2.3333333333333335,21.77777777777778
sucuranbul,252,99,135,586,26,9.692307692307692,3.8076923076923075,5.1923076923076925,22.53846153846154
svns,384,289,105,1021,30,12.8,9.633333333333333,3.5,34.03333333333333
tinowns,645,374,344,1625,38,16.973684210526315,9.842105263157896,9.052631578947368,42.76315789473684
tockers,48,10,16,98,1,48.0,10.0,16.0,98.0
tol2,626,183,333,1410,53,11.81132075471698,3.452830188679245,6.283018867924528,26.60377358490566
tomomaso,141,44,10,347,20,7.05,2.2,0.5,17.35
tonyroo,25,11,0,56,4,6.25,2.75,0.0,14.0
towhat,86,13,26,162,2,43.0,6.5,13.0,81.0
twohoyrz,443,200,158,1095,29,15.275862068965518,6.896551724137931,5.448275862068965,37.758620689655174
tyrin,516,225,210,1319,38,13.578947368421053,5.921052631578948,5.526315789473684,34.71052631578947
uZent,2214,649,668,4594,37,59.83783783783784,17.54054054054054,18.054054054054053,124.16216216216216
uden,1143,250,228,2254,21,54.42857142857143,11.904761904761905,10.857142857142858,107.33333333333333
uroskg,105,78,63,416,20,5.25,3.9,3.15,20.8
v1SaG3,91,16,8,172,8,11.375,2.0,1.0,21.5
vayu,215,39,27,487,23,9.347826086956522,1.6956521739130435,1.173913043478261,21.17391304347826
vital,1168,728,432,3047,55,21.236363636363638,13.236363636363636,7.8545454545454545,55.4
welcom,978,313,292,2169,75,13.04,4.173333333333333,3.8933333333333335,28.92
whisper,344,291,231,1480,39,8.820512820512821,7.461538461538462,5.923076923076923,37.94871794871795
whiteinn,5329,1166,1299,10496,100,53.29,11.66,12.99,104.96
wild,63,29,20,156,6,10.5,4.833333333333333,3.3333333333333335,26.0
wittman,165,106,22,398,17,9.705882352941176,6.235294117647059,1.2941176470588236,23.41176470588235
xGenesis,282,92,87,676,20,14.1,4.6,4.35,33.8
