playername,kills,deaths,assists,damagetochampions,dpm,visionscore,totalgold
Yuta,36,71,134,222317,457.23264,651,162851
Yuu,127,169,202,887323,625.0429023255814,984,503909
Yuuji,79,49,217,373941,386.10815517241383,1343,353612
ZOEN,110,119,247,610087,524.9392297297297,1233,431573
ZUIAN,35,22,38,169876,769.2439375,219,96587
ZZG Rubyy,1,3,6,8390,275.6846,7,10489
ZZG sall,2,5,2,5771,196.6269,31,9254
ZaFiR,20,163,369,233792,197.7379657894737,3702,285835
ZaZee,214,170,339,1277066,702.6319528301887,1683,742365
Zaiiche,21,27,34,151821,592.6085625000001,213,89835
Zamudo,115,86,154,661446,764.0901076923076,695,380929
Zankiller,36,47,113,160939,349.18835,593,155720
Zanzarah,201,280,755,1195018,479.9731961038961,3325,873190
Zdz,133,137,287,927253,550.867396,2028,654795
Ze Luis,26,107,332,206764,281.23765833333334,2478,205667
Zeka,489,281,775,2687965,701.6357512605042,4760,1599233
ZekaS,124,137,245,924709,623.375502173913,1520,587682
Zekakos,3,15,22,15142,175.51826666666668,252,21455
Zelt,217,103,354,1138874,799.7304,1322,616562
Zeniv,124,129,159,638733,599.2444870967742,797,405888
Zenoken,34,61,111,188492,393.62871428571424,564,144723
Zephyr,279,271,511,1094587,571.0315599999999,2821,743364
Zerberus,17,23,28,91988,568.4904,146,54648
Zerito,18,19,30,145535,931.1051599999998,82,64964
Zero,41,17,47,160310,766.7889714285715,124,86033
Zeron,100,104,162,786341,737.0169896551723,764,413681
Zest,104,71,176,797807,772.3091999999999,984,408573
ZeuSs,33,20,39,135319,778.5134666666667,135,82237
Zeus,427,354,724,2432543,636.9678899159663,4039,1557647
Zev,73,67,126,419809,624.7019849999999,529,262334
Zewih,205,108,261,947113,710.2115476190476,1035,567865
Zeycce,2,10,3,35495,604.0355500000001,41,19327
Zeypher,33,20,43,137732,728.75085,200,77111
Zeyzal,32,115,558,353915,221.41221020408165,5393,407095
Zezin,11,23,35,112448,638.64744,83,59226
Zhayend,29,68,95,261596,538.4053066666667,384,164140
Zhuo,17,145,383,265955,177.27831063829785,5887,350831
ZiYe,21,36,93,75233,224.88271818181818,1166,85956
Zicssi,155,224,472,1045334,427.3917411764706,3767,831671
Zika,122,113,200,832053,576.7026022727273,1419,553237
Zinie,426,278,755,2596081,847.398253125,3785,1295224
Zkai,191,165,246,1163200,709.5397903846153,1302,665047
Zoelys,36,186,655,380483,215.0466537037037,6551,454336
Zoiren,23,34,26,153726,787.8859285714286,152,74900
Zothve,79,109,133,543022,525.3645419354839,877,378360
Zubac,344,255,733,1144260,466.0258911392405,2921,907178
Zuhy,65,31,86,295723,774.9930666666666,374,158234
Zven,242,92,356,1318966,779.3798215686274,1885,752948
Zwyroo,155,75,209,722796,799.4954607142856,872,385248
Zyko,39,128,439,238842,197.19017297297296,4057,310509
aadurrr,86,115,154,578900,633.5981800000001,677,359493
adi1,312,218,626,1202477,583.3287227272726,2651,828456
akostas47,7,24,12,40547,477.7008,63,28148
alishor,26,50,57,170329,576.88085,206,107980
alix,257,215,370,1329536,788.2479648148147,1413,721586
amatsusune,15,9,20,94289,583.1863599999999,151,63945
april,5,53,95,59824,167.8144909090909,1077,82374
ardaffler,138,51,135,587162,771.880304347826,727,330683
bakisa,89,64,90,349890,779.8649357142857,317,191444
bans,10,0,3,33830,854.2929,49,21589
bat,26,34,44,152906,474.93756,385,127003
behave,98,130,224,416769,443.69154687500003,1031,331320
beishang,12,17,32,78679,407.15411666666665,256,68913
belit,116,186,346,639365,408.3005319148936,1897,513050
besu,4,25,33,21426,142.51716000000002,426,34684
bicas,24,27,58,95531,404.9869,292,84894
bluerzor,96,85,268,479896,491.87536,1402,347947
bobista,291,184,445,1493321,723.9724954545454,1756,908248
buffi,174,157,258,1129593,711.8546106382979,1118,618578
burningstar,11,6,14,47174,577.94075,79,31995
c0st0m,63,53,111,416773,689.4608578947369,506,234520
cc,34,30,67,130681,461.71219999999994,354,108693
ceo,115,66,134,673997,635.730735483871,1268,430171
charlotte,52,36,98,279917,558.8502235294118,549,201918
chico,189,114,312,959902,780.3767743589743,1317,493775
child,30,76,155,114030,264.23015,1314,116799
chilioil,60,32,67,250648,854.0211888888889,269,123488
chips,52,24,65,262769,927.7133888888889,378,136014
choego,318,126,386,1313802,712.8891396551724,1625,821865
cicil,6,29,46,44631,248.62415000000001,615,42860
cody,113,78,192,720640,701.538465625,1307,419007
curty,16,24,17,133591,598.4406857142858,208,77965
denizzz,78,90,195,361311,487.7303304347826,944,272761
denyk,43,211,731,399312,189.8989417910448,6644,524899
deokdam,392,223,563,2012449,695.7384500000001,3192,1216397
dyNquedo,41,39,81,281271,642.165475,528,172833
eXyu,38,117,134,304353,330.47263571428573,1329,291858
eaRyz,188,169,458,723277,459.24052244897956,1841,576851
escoX,15,126,198,149983,190.5359037037037,2591,184766
eskimas,6,8,5,51664,789.47285,48,22477
ezman,116,93,147,586884,730.5385961538461,639,334160
fNb,120,84,219,831849,675.4899472222222,1274,497005
fantomisto,133,100,239,732048,600.185823076923,1284,473534
fengyue,4,16,43,26502,231.7814,367,29741
ffernandes,10,14,19,87890,771.6252666666668,82,44100
fishone,100,61,157,440746,721.51907,595,264772
frajgo,332,303,435,1809978,755.9996554054054,2071,1023994
freaky dao,42,61,105,206287,474.51108461538456,559,146177
frosty,29,108,421,282917,226.36703055555554,4565,310374
froy,30,35,44,126034,551.5194142857143,276,83298
godfan,3,9,4,26070,471.23995,50,19914
goose,13,31,32,63893,569.86625,87,37652
gtrik,40,40,63,211005,698.0914700000001,233,121357
haichao,123,109,243,856924,593.2056590909091,1692,567877
hammerul,19,32,40,86010,465.5967,170,65504
handm,208,272,493,1662401,655.5403766233766,1720,928780
helforca,39,53,71,292423,748.9511076923077,280,145747
hidududu,3,22,18,16890,165.8484,256,24798
huhi,11,118,166,177261,192.23799642857145,3485,211213
hybradge,49,97,147,246318,367.7303,773,229575
iBo,154,178,282,1035482,723.1087511627907,1593,556150
iLEVI,44,176,460,318685,223.54484772727272,5151,361954
ianshaka,220,80,278,1067451,759.6862666666666,1556,620927
ilyy,15,2,3,38598,1116.6249,8,18774
isaN,45,45,99,196143,603.9688,452,128804
iwanan,183,130,285,1060756,716.0199652173914,996,605255
iyy,23,53,78,144782,357.9409333333333,585,130676
jjs156,95,134,177,654334,531.3063789473684,959,450607
jmz,53,38,43,273184,626.2420000000001,345,185814
jokaa,85,120,216,427440,485.6258407407407,1072,304776
juny,13,38,52,101670,351.32228888888886,357,92561
justcan,24,140,414,227920,194.61125675675675,4060,294579
kPr,82,55,137,537099,924.485961111111,560,246309
kahura,4,12,8,24451,462.68444999999997,29,16763
kairi,20,90,171,125081,215.0808,1933,144314
kamilius,16,51,153,85811,174.95971333333333,1712,120629
kanashimi,10,14,15,47810,576.8953,75,31016
kehvo,201,120,281,1088765,774.8529822222222,959,596894
kkero,29,127,326,191921,193.35205806451614,3237,243775
kkkkkkkkk,197,163,272,1027387,650.3982450980392,1316,639200
kngo,8,21,11,67628,426.94322,182,54680
koisi,33,70,166,193432,314.2001277777778,1470,166007
konseki,25,85,165,126247,203.9572,2172,148417
kyeahoo,401,211,707,2471946,753.7527969072164,3512,1409093
lamb,16,9,22,64188,574.92085,78,43790
linn,62,34,65,213856,795.1169555555556,275,125566
lll,3,33,43,25304,146.09821666666667,553,41291
lobellan,41,77,92,361274,670.18500625,390,202001
looki,37,16,32,163968,845.9079833333334,136,88090
manuemdo,4,10,32,14801,149.14293333333333,266,25479
many,222,179,357,1384199,712.0673180327868,1792,790891
marlon,80,286,880,543574,245.7460029850746,7287,571718
meight,25,33,71,162484,795.6800000000001,160,82514
miaemi,2,14,5,20459,379.3048,140,13363
micaO,99,45,124,386867,839.8621666666667,368,216119
miflond,40,68,106,167477,434.155325,483,133097
mikasa,26,31,91,125659,471.65886666666665,355,100058
milkyway,92,131,249,500628,379.402595,1853,459106
minemaciek,80,308,944,616093,255.04920800000002,8545,624207
moe,72,129,232,339651,454.844175,987,276156
monkaS,24,145,474,255592,175.1345627906977,4608,350607
naau,211,82,368,645875,549.4224277777778,1188,481300
naiyou,175,84,296,541723,455.57713611111114,2268,471435
nicolaiy,83,54,170,261442,594.1843357142858,627,182543
nrmn,28,22,48,143885,574.919375,255,99263
nuc,160,109,293,1099651,731.3419761904762,1590,603812
nvillada,67,79,135,494699,583.421196,620,317334
pan,160,101,226,846879,638.1542243902438,1168,531408
pinvvei,0,4,8,3106,107.2884,87,6299
playcool,160,114,236,810430,617.0861474999999,1488,529950
ppgod,47,291,751,445491,184.3472890410959,7988,589469
pr1me,126,116,174,611740,626.9392419354839,633,411286
ptt,17,42,16,138129,613.6912333333333,184,81874
putaogou,29,32,47,106257,533.2937857142857,230,76197
qiuyu,31,33,72,178612,661.1062333333333,233,100485
qlibali,19,26,23,72426,553.8721800000001,122,47733
raedz,74,39,117,444179,726.7873941176471,501,252034
raining,269,153,369,1536400,922.4034134615384,1523,766100
rajed,40,69,57,301906,610.554825,295,161542
rakii,239,113,320,1104711,724.0564083333334,1125,638763
random,48,49,125,349975,599.4949333333333,475,213115
rcg,3,3,5,11967,386.4478,29,12330
reje,85,83,94,450591,684.5338954545455,379,271665
risdrengen,4,8,10,27011,697.358,36,14754
rovex,24,124,322,172600,154.43818181818182,3564,264881
rre,201,154,352,946345,720.2359068181818,1151,492193
rym,146,100,245,733951,730.3037466666666,901,408770
sSephix,1,2,2,6276,331.7709,10,6208
sajed,194,56,245,933130,740.4985162162162,1045,558049
salgueir0,1,6,5,9128,301.7521,30,10246
sanghyeon,26,119,429,208138,163.31123783783784,4690,316528
sarolu,145,131,400,660967,488.30634285714285,2384,500997
sasi,140,156,302,936240,547.7290115384615,1375,640579
scamber,37,134,550,278563,195.7601840909091,5296,361356
scuro,175,95,230,874156,742.8760805555555,1387,500086
seaz,73,164,653,435084,210.85134126984127,6737,527911
selenex,31,92,73,379739,459.2308111111111,790,274972
shanji,115,154,278,842316,544.2275127659575,1321,557702
sheer,250,309,547,1740680,537.1314565656565,2989,1199961
shibi,247,158,528,909542,438.98426923076926,2580,777342
shidolovell,3,5,5,14552,463.4395,34,10885
shochi,76,55,135,436082,818.9834588235294,396,225324
sinian,40,24,80,164483,666.6516714285715,234,102247
skakavka,51,32,63,296338,791.7768909090909,258,156392
smifi,19,119,194,119973,185.06272380952382,2086,153826
soap,5,6,18,45939,626.38945,70,28184
sorrow,36,36,81,158529,422.76613636363635,552,131164
soul1,149,165,465,726815,531.3882674418605,1608,502591
starkyy,61,105,131,479639,550.6285592592593,588,309368
sucuranbul,55,102,140,398432,499.14278846153843,586,272418
svns,119,103,175,683551,662.5031966666667,1021,419933
tinowns,111,82,192,886264,659.0228552631579,1625,515730
tockers,3,6,24,13373,460.3442,98,9093
tol2,167,189,342,974327,613.8782377358491,1410,584680
tomomaso,96,108,103,553447,855.781705,347,288186
tonyroo,12,20,13,47320,467.045975,56,35574
towhat,1,3,50,14623,280.0056,162,15391
twohoyrz,121,105,211,764024,754.6355344827585,1095,399392
tyrin,106,112,178,740189,571.2669394736843,1319,495625
uZent,54,112,499,294287,246.50579459459462,4594,321089
uden,13,95,191,149157,208.76442857142857,2254,166453
uroskg,61,118,111,232401,425.42737,416,185789
v1SaG3,17,30,21,141459,542.6712125,172,91485
vayu,50,99,100,453699,635.3966782608695,487,237142
vital,175,149,306,1065573,578.5845327272727,3047,708274
welcom,230,301,447,1767211,754.5282853333333,2169,905840
whisper,200,214,313,702382,600.657958974359,1480,473651
whiteinn,78,381,1199,640782,200.033989,10496,803115
wild,33,21,31,106971,632.61625,156,69117
wittman,108,47,82,391084,668.1121705882352,398,243410
xGenesis,53,65,103,308418,460.130955,676,244807
xKenzuke,259,137,438,1382641,803.0186735849056,1897,766779
xLiang,27,13,18,102014,664.42346,160,68167
xMatty,108,53,137,460624,740.421425,503,272892
xRoyal,10,3,2,18744,716.3312,13,12596
xddyuki,221,91,228,907974,755.9991972972973,866,541430
xiaofang,86,70,177,319862,425.06516521739127,1111,286209
xiaohuangren,55,92,112,308574,409.620425,1016,266202
xinsheng,28,26,65,144290,528.05658,223,106195
xqw,155,184,363,1132985,671.8064307692307,1800,656881
xyno,176,101,279,899012,657.2749214285714,1606,572869
yanjee,10,12,16,38348,524.3186499999999,71,25829
yeti,80,100,165,610804,567.5589967741936,1138,389459
zamulek,415,185,516,2066519,847.164372,2629,1098187
zay,20,111,249,212566,195.95411290322582,3824,248067
zeen,61,47,94,183108,441.16193846153845,466,157337
zorenous,7,14,13,70592,583.66385,121,42544
zynts,144,107,252,869181,730.7501054054054,1411,499656
zzeta,12,24,17,100135,602.17626,153,67178
Évangelyne,55,14,88,200700,610.0198545454546,269,149483
