playername,cs_total,cspm,minionkills,monsterkills,games_played
Mir,2927.0,0.10690511870644606,330.0,2597,15
Miracle,381.0,0.01724060822400026,381.0,0,11
Mireu,12506.0,0.1404472486283069,12302.0,204,46
Mirrowfox,5900.0,0.13892798851720542,5699.0,201,22
Mis,2587.0,0.1596609653758997,2509.0,78,8
Misaki,526.0,0.12427390844710189,518.0,8,2
Mishal,414.0,0.03548097221395287,412.0,2,7
Mishi,13286.0,0.14988262900266755,12539.0,747,44
Mission,2537.0,0.1349191674846963,2463.0,74,10
Mita,645.0,0.013115523805288418,637.0,8,24
Mitir,225.0,0.08044433981908018,15.0,210,2
Mixtsure,545.0,0.01723825487505649,541.0,4,17
Miyuuri,141.0,0.015096336817026797,141.0,0,4
MnM,997.0,0.017082883676012066,988.0,9,31
Mobility,13914.0,0.156171690938675,13367.0,547,44
Moham,1439.0,0.019765703017446963,1436.0,3,39
Molanes,2417.0,0.09495298551928855,306.0,2111,12
Momo,9651.0,0.12707485459989745,9461.0,190,44
Momochi,901.0,0.01476963385087902,897.0,4,30
Monki,24420.0,0.1155539091898395,3033.0,21387,110
Mood,345.0,0.016737808087526482,333.0,12,12
Morfan,2379.0,0.13383146453158065,2318.0,61,10
Morgan,20918.0,0.13539900259175358,20409.0,509,79
Morttheus,12716.0,0.15775017055184395,12290.0,426,41
MrFreezed,5874.0,0.13779293516395652,5759.0,115,22
MrHB,5669.0,0.14503843596407626,5494.0,175,20
MrJackson,1871.0,0.10634786816081916,202.0,1669,9
MrPhant0m,7423.0,0.14825474226654578,7160.0,263,26
Mrozku,19456.0,0.13821357132929427,18677.0,779,71
Mun,338.0,0.01668922556522662,334.0,4,9
Munet,674.0,0.04052338346222192,674.0,0,10
Music,6916.0,0.11031198159641056,941.0,5975,31
Mutton,854.0,0.11036452773336625,294.0,560,4
Mxe,1639.0,0.016837677756837786,1626.0,13,51
MyCash,5582.0,0.1143874581194342,5523.0,59,25
Myrtus,1102.0,0.01967121897495144,1083.0,19,29
Myrwn,20510.0,0.13008422741309925,20001.0,509,79
Mysterias,268.0,0.1550925925925926,264.0,4,1
Mystiques,571.0,0.017732540494967804,571.0,0,17
MélyaP,2432.0,0.13159354387172362,2428.0,4,9
N3znamy,822.0,0.11522088035466643,148.0,674,4
NBA,1071.0,0.17351646310575786,955.0,116,3
NCP Lchallenge,414.0,0.01671778663742164,410.0,4,12
NCP Nangning,2892.0,0.11735390599547134,2875.0,17,12
NCP Sassappel,2234.0,0.09015102725993925,185.0,2049,12
NCP saru,3682.0,0.1475717229752828,3523.0,159,12
NF Albino Poro,102.0,0.024862352023045098,102.0,0,3
NF Erika,551.0,0.12442939569740685,541.0,10,3
NF Geraldes,211.0,0.12928921568627452,207.0,4,1
NF LEVIATAN,664.0,0.1519389069646003,645.0,19,3
NF Oshii,724.0,0.12315319725015461,712.0,12,4
NF Saibotbias,241.0,0.07819021620459415,23.0,218,2
NF saibotbias,452.0,0.10290513264129181,29.0,423,3
NGU Kairi1,91.0,0.021045930136000444,83.0,8,2
NGU Kngo1,477.0,0.10938828338868592,473.0,4,2
NGU PeterL,993.0,0.12414862024213616,988.0,5,4
NGU Seebulabu1,121.0,0.0156329066187194,117.0,4,4
NGU Slowz1,1265.0,0.15658213832227635,1219.0,46,4
NGU Souma,975.0,0.12099964968641441,965.0,10,4
NGU Warrior1,1283.0,0.1171346810564119,1251.0,32,6
NGX Bey0nd,178.0,0.0960604425256341,176.0,2,1
NGX Tricky,304.0,0.09390508862206975,27.0,277,2
NOMA,6215.0,0.13018013471580892,6151.0,64,26
NSA Achael,709.0,0.11330375706904591,701.0,8,4
NSA Bada,857.0,0.1347203092252271,850.0,7,4
NSA Chien,930.0,0.1458823472203796,920.0,10,4
NSA Namsi,93.0,0.015051791464090407,93.0,0,4
NT Ripper1,498.0,0.1421951931561355,492.0,6,2
Naak Nako,9958.0,0.1317142828831563,9577.0,381,37
Nacho,423.0,0.10861607987885671,45.0,378,2
Nade,231.0,0.009243607071235924,227.0,4,13
Nafkelah,14077.0,0.13784611533786334,13796.0,281,54
NaiNa,5306.0,0.1318836429447827,5173.0,133,22
Nainess,355.0,0.09767375071797818,21.0,334,2
Naitz,6277.0,0.14597085936780088,6133.0,144,22
Namgung,3321.0,0.01830523818973993,3289.0,32,95
Namsi,1268.0,0.017338847371666875,1264.0,4,41
Nan0,17505.0,0.14327877933493352,17218.0,287,64
Nanaue,10475.0,0.14094527156262945,10237.0,238,40
Nanchuco,7843.0,0.13752185715176776,7623.0,220,30
Nannini,3588.0,0.15198013073567382,3548.0,40,13
Naros,524.0,0.14106486428661275,506.0,18,2
Narttaker,1618.0,0.1361680344625685,1596.0,22,7
Nary,4070.0,0.11379029763040809,4039.0,31,19
Nash,1387.0,0.017128298265198478,1373.0,14,41
Nasser,2052.0,0.09336895885153389,234.0,1818,12
Nasut,1241.0,0.09455607522264517,108.0,1133,7
Nata,5388.0,0.14808172446937706,5222.0,166,18
NattyNatt,3516.0,0.09723967662287264,337.0,3179,18
Naviah,9755.0,0.14260712304979423,9504.0,251,37
Nawa,9119.0,0.14628620025120168,8849.0,270,31
Nawaf,14097.0,0.14354807381930348,13574.0,523,50
Neadz,3427.0,0.15710006963836592,3304.0,123,12
Necro,3107.0,0.14366805264734664,2925.0,182,12
Nekro,310.0,0.09618479412803704,40.0,270,2
Nemesis,23079.0,0.14889161243821727,22387.0,692,82
Nenad,12467.0,0.1396903458627709,12153.0,314,49
Neo,2655.0,0.15400433005611977,2537.0,118,10
Neon,14711.0,0.15290133401280348,14090.0,621,49
Neramin,12771.0,0.15094799686493227,11793.0,978,43
Nerion,7091.0,0.09253346921958941,684.0,6407,45
Nero,6088.0,0.09755760205171266,711.0,5377,32
Nestea,3193.0,0.1235828454853489,3176.0,17,15
Nesty,7338.0,0.11339189131138225,840.0,6498,37
Netuno,11802.0,0.1557294521624987,11354.0,448,37
Nevid,16032.0,0.12822602861525217,15823.0,209,68
Nia,1808.0,0.13603628971509352,1795.0,13,8
Nice Guy Ben,13169.0,0.13953166893568705,12922.0,247,49
NightSlayer,14806.0,0.1291652277391647,14410.0,396,61
Nightmares,74.0,0.012121868609696626,74.0,0,3
Nightstar,1176.0,0.1498575500199253,1130.0,46,4
Niket,1632.0,0.018072052253252858,1613.0,19,46
Nikiyas,9728.0,0.14357073121295777,9501.0,227,36
Nikolex,6077.0,0.10071841282441298,767.0,5310,33
Nille,13144.0,0.12858926847928742,12826.0,318,54
Ninefog,2465.0,0.14485143942387976,2455.0,10,9
NinjaKiwi,9469.0,0.1539965006939172,8980.0,489,30
Ninji,1279.0,0.11542448498924551,1278.0,1,7
Nino,7524.0,0.1283077241962737,7347.0,177,31
Ninten,1010.0,0.04767938470764185,967.0,43,9
Nio,1013.0,0.013706452103877439,1000.0,13,40
Niqkl,816.0,0.12063490442607172,816.0,0,4
Nisqy,680.0,0.0162391517762626,680.0,0,21
Nite,382.0,0.12717640320733103,380.0,2,2
Nitz,2993.0,0.1373246689421317,2923.0,70,12
NoDu,389.0,0.017400719310478867,389.0,0,13
NoName,10313.0,0.10054029306821015,963.0,9350,52
NoWay,10562.0,0.14217636406996217,10360.0,202,38
Noah,15875.0,0.15969473027759615,15058.0,817,49
Nobody,954.0,0.1534711939170489,942.0,12,4
Nomi,3918.0,0.15342235201352622,3847.0,71,13
Noodle,10273.0,0.09571244568840537,818.0,9455,57
Norwegian,11874.0,0.11740012689484798,2059.0,9815,56
Notiko,10181.0,0.15112663941175503,9564.0,617,35
Nottingham,143.0,0.01937922975529179,143.0,0,5
Nova,431.0,0.0151220493195049,427.0,4,16
NowFin,1722.0,0.10716975544368874,170.0,1552,9
Noz2k,23066.0,0.14942975783073167,22483.0,583,78
Nsurr,1743.0,0.018903780343529724,1733.0,10,47
NuQ,14377.0,0.11977405590156538,14066.0,311,62
Nukez,572.0,0.01521330112526175,572.0,0,20
NvN,3150.0,0.1328590952902896,3065.0,85,13
Nyx,6406.0,0.09811834811742923,631.0,5775,35
ODD Chomp,382.0,0.1121635036536439,382.0,0,2
ODD Miracle2,61.0,0.01499430924469326,57.0,4,2
ODD WhiteWolf,336.0,0.11165570336407421,335.0,1,2
OMON,22420.0,0.13919531551294745,21904.0,516,77
ON,5170.0,0.018984105686694223,5133.0,37,141
ONLY,18077.0,0.1398564192721525,17231.0,846,68
OTS Creepano,232.0,0.1351193942923704,231.0,1,1
OTS Silk2,231.0,0.14197910264290103,219.0,12,1
OUAT kkero,95.0,0.01492280105381758,95.0,0,3
OWLONSKY,3293.0,0.09501760691013617,518.0,2775,18
Obstinatus,1215.0,0.018903727892597155,1206.0,9,33
Oceann,2352.0,0.12028475574384863,2314.0,38,10
Oda,415.0,0.10854489184781156,44.0,371,2
OddEye,18503.0,0.15265420828926723,17698.0,805,66
Oddielan,6131.0,0.10561878149254028,593.0,5538,29
Odessa,1142.0,0.02725867250011577,1134.0,8,22
Odi11,14768.0,0.14845374205657252,13831.0,937,53
Oguzkhan,1575.0,0.10695175578448553,142.0,1433,8
OkerumoN,1496.0,0.01795155112706933,1465.0,31,43
Oleg,9921.0,0.11513706847264182,1171.0,8750,45
Oner,25344.0,0.11390401908044287,2685.0,22659,117
Only35,1503.0,0.016921462673462475,1502.0,1,44
Opeduy,5736.0,0.13802773029635454,5551.0,185,21
Ophelia,3733.0,0.14009816762537328,3659.0,74,14
Orca,2075.0,0.020495322784033047,2058.0,17,55
OrthoZero,541.0,0.013997021099986856,530.0,11,20
Osaki,1388.0,0.014867438969748546,1382.0,6,51
Oscarinin,16116.0,0.12863143846500563,15354.0,762,64
Osman123,9662.0,0.1027837468843237,982.0,8680,46
Ouzi,2322.0,0.1427229785477001,2259.0,63,9
OvO,464.0,0.01732937525249632,458.0,6,15
OverT1me,570.0,0.01917104351116507,562.0,8,18
Overpow,4021.0,0.13462738237216704,3988.0,33,15
Own3r,5381.0,0.11267559062338864,693.0,4688,26
Ozgur,1966.0,0.14708378854968654,1897.0,69,7
P1ng,780.0,0.14878601657249235,744.0,36,3
P9,1770.0,0.09917753047430734,194.0,1576,10
PAPU Lucas,691.0,0.11074470422037985,687.0,4,4
PAPU Nithral,937.0,0.1490238985025182,936.0,1,4
PAPU Papulon,41.0,0.01352648499194658,41.0,0,2
PAPU Raviool,944.0,0.12094894896676285,939.0,5,5
PAPU Xami,285.0,0.04550582437444988,281.0,4,4
PAPU its me,160.0,0.10329244673983215,160.0,0,1
PAPU moaixd,712.0,0.09093614051522825,113.0,599,5
PCS OQ01,446.0,0.11499773571379424,441.0,5,2
PCS OQ02,295.0,0.07612162177299212,38.0,257,2
PCS OQ03,457.0,0.11806932396254888,443.0,14,2
PCS OQ04,564.0,0.1456732130941351,549.0,15,2
PCS OQ07,74.0,0.01909121312933955,74.0,0,2
PCS OQ12,168.0,0.09671848013816926,29.0,139,1
PCS OQ31,1098.0,0.11054564092739842,1078.0,20,5
PCS OQ32,952.0,0.0960454188367775,157.0,795,5
PCS OQ33,1338.0,0.13446635158019266,1310.0,28,5
PCS OQ34,1386.0,0.1388927427488786,1270.0,116,5
PCS OQ35,205.0,0.020434334480378347,203.0,2,5
PCS OQ61,1516.0,0.11736354463348311,1489.0,27,7
PCS OQ63,1730.0,0.13355458689096442,1621.0,109,7
PCS OQ65,255.0,0.020197349002260497,255.0,0,7
PCS OQ67,1389.0,0.10897423384151159,163.0,1226,7
PHT,480.0,0.15802002205527604,470.0,10,2
PLS Aadam,430.0,0.1288991365791255,430.0,0,2
PLS Tubs,48.0,0.014412800848323831,48.0,0,2
PME Asykz,1211.0,0.13162675138370367,1199.0,12,5
PME Calypse,152.0,0.01676135644532386,152.0,0,5
PME Den,1091.0,0.11854908355503793,1061.0,30,5
PME Zoro,1119.0,0.12025649777208666,1114.0,5,5
PO8,2868.0,0.14403629704294288,2796.0,72,11
PPS BMCB,532.0,0.1526038975837664,526.0,6,2
PPS Lostboy,39.0,0.0220214568040655,39.0,0,1
PPS Pasxalis,373.0,0.10682608268134083,34.0,339,2
PPS SLynx,489.0,0.14021524549239722,489.0,0,2
Pablerah,85.0,0.014915363659493211,85.0,0,3
Pabu,5152.0,0.10744041480786438,795.0,4357,23
Padawii,4007.0,0.13279107961894038,3915.0,92,16
Paduck,26455.0,0.14570040492020878,25387.0,1068,96
Pain5,7509.0,0.15558653765049466,7176.0,333,26
Painful,11068.0,0.1417655280045111,10877.0,191,40
Painter,13391.0,0.11090140017068502,1454.0,11937,66
Paixdia,1236.0,0.016148303964012706,1231.0,5,38
Paladin,1676.0,0.15039833466543726,1627.0,49,6
Palafox,13344.0,0.13740276081698843,13131.0,213,46
Pallet,11431.0,0.09546973833163717,1070.0,10361,63
Pancake,5477.0,0.10933131095618995,808.0,4669,25
Panda2,9025.0,0.13459440539474476,8684.0,341,35
Pangjin,11619.0,0.15328207841155156,10936.0,683,37
Pankiu,682.0,0.11668385486939004,676.0,6,3
Pann,386.0,0.015573982244612605,374.0,12,15
Panther,18456.0,0.13774500241754165,17580.0,876,72
Paolocannone,336.0,0.015528268384228022,335.0,1,11
Paparotis,3741.0,0.11567598720669636,3691.0,50,17
Papiteero,10686.0,0.125251621765409,10491.0,195,43
Paresz,2665.0,0.10213793033534362,285.0,2380,14
Parlita,7918.0,0.12934581207769216,7760.0,158,30
Parukia,556.0,0.01621056916432265,551.0,5,18
Parus,1464.0,0.016597966718111923,1462.0,2,42
Pasha,45.0,0.01228965898695939,43.0,2,2
Passzi,1237.0,0.015451968252357158,1225.0,12,42
Pasu,268.0,0.0865060441244461,56.0,212,2
Patch,2047.0,0.015060311446989754,2027.0,20,70
PatkicaA,10669.0,0.12034688042078542,10522.0,147,46
Patrik,8761.0,0.14425716641820854,8364.0,397,29
PatxiPirata,8883.0,0.12954944627950657,8660.0,223,33
Pbd,68.0,0.017397619606921932,68.0,0,2
Pcelica,4442.0,0.1281684585704772,4164.0,278,21
Peach,2322.0,0.11951946210097786,200.0,2122,10
Peaker,2895.0,0.13761068511303187,2839.0,56,12
Peanut,24769.0,0.10849496448784246,2776.0,21993,119
Peco,2310.0,0.12826869937142532,2272.0,38,9
Pedrolo,2720.0,0.11602408775862649,2688.0,32,11
Peng,4832.0,0.13375760182517782,4770.0,62,18
PepiineroJr,5419.0,0.12400442233451381,5350.0,69,21
Peppe,21585.0,0.14836955396695362,21105.0,480,76
PerfecT,21533.0,0.12813987996898565,21108.0,425,88
Pericolo,2994.0,0.13720236712914505,2907.0,87,12
Perkz,3034.0,0.13538377213645625,2963.0,71,12
Perle,9432.0,0.12303390776646266,9182.0,250,40
Perry,2119.0,0.11108444859023747,246.0,1873,10
Pesho,16096.0,0.1415170401279148,15844.0,252,62
Peter,3225.0,0.018024224579686526,3200.0,25,95
PeterL,513.0,0.1186311079716747,513.0,0,2
Peto,2063.0,0.016512269156870395,2043.0,20,66
Petoska,3438.0,0.12186493869912228,3410.0,28,15
Peyz,33466.0,0.16005076927024678,32497.0,969,107
Phantasm,14824.0,0.13998611340916214,14484.0,340,55
Philip,3945.0,0.12767484697630038,3891.0,54,16
Phlloz,24.0,0.01384083044982699,24.0,0,1
Phoenix,3665.0,0.13006094691099787,3609.0,56,14
Photic,4440.0,0.14515128958349718,4278.0,162,16
Photon,11134.0,0.13767403333993522,10724.0,410,40
Phuc1,7041.0,0.10362622774873317,813.0,6228,37
PhyMini,8330.0,0.1468847124895944,7978.0,352,28
Phyraxx,2657.0,0.13123793116517568,2580.0,77,11
PicaPica,149.0,0.018443203585631632,149.0,0,4
Piccolo,569.0,0.02001825214487548,569.0,0,16
Piero,2226.0,0.01559997417377752,2198.0,28,73
Pigeonx,462.0,0.018714293334950817,458.0,4,13
Pika1,7644.0,0.13844175323139182,7545.0,99,32
PikaSensei,215.0,0.13174019607843138,214.0,1,1
Pikii,3931.0,0.12854448277808744,3863.0,68,16
Piku,5417.0,0.10337220892404513,583.0,4834,27
Pilot,9088.0,0.13920320580818607,8762.0,326,32
Pinki,7721.0,0.15211218722287254,7423.0,298,27
Pinkmin,736.0,0.013995613530773741,730.0,6,26
Pipibaat,10249.0,0.10450180924226961,1264.0,8985,50
PiskHello,3946.0,0.15350754749086834,3712.0,234,14
Pivolj,544.0,0.09355365684570212,58.0,486,3
Piwek,951.0,0.1440724762542435,935.0,16,4
Pleasure,2109.0,0.01648584219954012,2088.0,21,70
Pleata,3411.0,0.01937200251100096,3399.0,12,88
Plox,7255.0,0.13986158810917534,7112.0,143,30
PmK,6202.0,0.12220323070466581,6053.0,149,26
Pobelter,11064.0,0.14421783329110827,10863.0,201,38
Poby,27547.0,0.15871074081269212,26694.0,853,90
Pockus,852.0,0.016476726763612358,842.0,10,26
Poipi,427.0,0.015598451564341281,422.0,5,16
Pollu,2365.0,0.015397090025718367,2357.0,8,79
Polychiki,1262.0,0.0175148589277801,1248.0,14,38
Pooya,1762.0,0.13963824836031066,1688.0,74,6
Popon,3509.0,0.08846385209907737,355.0,3154,19
Potent,13525.0,0.13274511360467783,13076.0,449,53
Pout,5758.0,0.1473163431773133,5566.0,192,20
Poweh,8091.0,0.13675241925229636,7842.0,249,32
PowerOfEvil,13670.0,0.15420867859330023,13028.0,642,44
Prachoun,1013.0,0.11492168051308761,1001.0,12,6
Praevius,545.0,0.09358730182450518,542.0,3,3
Prage,3238.0,0.13868392768873933,3183.0,55,14
Pretender,21115.0,0.14049491825157087,20722.0,393,83
Prever,14406.0,0.11988899747015329,1740.0,12666,64
Pride,11486.0,0.1301731835015754,11176.0,310,44
Prime,2153.0,0.015519974148643244,2131.0,22,70
ProDelta,1309.0,0.02155715233158578,1303.0,6,32
Prominence,6953.0,0.09510774117984185,877.0,6076,35
PsYcraw,79.0,0.012798159128471558,79.0,0,3
Puddin,11727.0,0.1525048809984884,11034.0,693,40
Pulzer,2649.0,0.14554306800322628,2576.0,73,10
Pun,11212.0,0.1291872863541168,10967.0,245,45
Pungyeon,26344.0,0.1504255894692981,25931.0,413,91
Putin,6505.0,0.13283497961297022,6319.0,186,23
Pyeonsik,26306.0,0.15029883858292964,25585.0,721,89
Pyl,97.0,0.019134970006301374,97.0,0,3
Pyoox,27.0,0.016544117647058824,27.0,0,1
Pyosik,15706.0,0.10393949290169555,1679.0,14027,77
Pyrka,548.0,0.01943914080562364,538.0,10,15
QTD Van1,161.0,0.12252663622526636,15.0,146,1
Qats,11329.0,0.13985757762303286,11096.0,233,42
Qing,835.0,0.1226491717141029,830.0,5,4
Qu4rtzo,706.0,0.16499084925714158,669.0,37,2
Quad,18008.0,0.13929903420580758,17504.0,504,65
Quantum,2779.0,0.0179733289477117,2771.0,8,79
Qubi,3703.0,0.12410454425932575,3658.0,45,18
Quid,11826.0,0.1458121761144779,11408.0,418,40
Quokka,824.0,0.1163134187714347,798.0,26,4
Qwacker,8463.0,0.12632223815526764,8217.0,246,33
R0se,8977.0,0.12113079749771705,8857.0,120,43
R1to,385.0,0.11856422736622552,385.0,0,2
R4G Acke,647.0,0.10340236220316325,48.0,599,3
R4G zagon,818.0,0.12984960227721767,795.0,23,3
RAFBIN,2138.0,0.15086163661383836,2045.0,93,8
RAGE xld,25.0,0.014351320321469576,25.0,0,1
RAMES,9132.0,0.10500090414758441,958.0,8174,43
RAV3N,586.0,0.13623983769724535,562.0,24,2
REV,4438.0,0.11636101515688571,4369.0,69,21
RG Konan3,418.0,0.13654676075822064,418.0,0,2
RKR,7260.0,0.13692345058584685,7156.0,104,28
RP SoimuMIC,353.0,0.12875896516393442,353.0,0,2
RPG Kikumin,1056.0,0.06065372948130221,1049.0,7,10
RPG Kiwi,1315.0,0.09324642682160078,174.0,1141,9
RPG McGrath,2667.0,0.06764554680341711,2643.0,24,22
RPG Nakamura,1681.0,0.11606530570362412,1648.0,33,9
RPG Shawshank,399.0,0.10989035594323784,53.0,346,2
RPG claude,1990.0,0.111690913767633,1953.0,37,10
RPG hanya,2215.0,0.11469794886508267,2196.0,19,12
RPG kukka,103.0,0.012035590893463987,103.0,0,5
RPG petal,1384.0,0.09517243428924618,182.0,1202,8
RPG sign,1751.0,0.12541688656181993,1746.0,5,9
RUD Congolese,394.0,0.13088853285119068,389.0,5,2
RUD Gtracks,375.0,0.12471346672812793,375.0,0,2
RUD Hydraa,80.0,0.02621852161810183,80.0,0,2
RYue,19162.0,0.13289405545643493,18473.0,689,79
RaFaL,160.0,0.017796833042610864,158.0,2,5
Rabble,15577.0,0.11007008891001928,1605.0,13972,75
Rabelo,10075.0,0.14677744797608072,9683.0,392,36
Rabstar,357.0,0.11637211585665194,357.0,0,2
Rachy,920.0,0.1251084299069796,918.0,2,4
Racon,8289.0,0.09959740176138289,880.0,7409,43
Rafitta,5176.0,0.1475211237153462,5065.0,111,18
Ragnarr,225.0,0.1348112642300779,211.0,14,1
Ragner,13599.0,0.1274025809936483,13398.0,201,54
Rahel,5268.0,0.16160844629421223,5037.0,231,17
Raijin,262.0,0.014714574162276478,262.0,0,10
Raina,1567.0,0.016086818662006744,1543.0,24,56
Raizy,2365.0,0.12429421471488515,2341.0,24,10
Ralf,2813.0,0.13571342965214517,2706.0,107,10
Ramune,5814.0,0.14050866672749282,5615.0,199,24
Randal,1862.0,0.10202903021787568,310.0,1552,9
Random,21118.0,0.1483690644448986,20740.0,378,75
RandomBruce,254.0,0.13146997929606624,245.0,9,1
Rang,2341.0,0.09189961453333795,265.0,2076,14
Ranger,575.0,0.10745696987519121,69.0,506,3
Ranorr,738.0,0.01670020553509224,734.0,4,23
RapMonsters,6677.0,0.12380112302749209,6577.0,100,28
Raptor,14858.0,0.10179227489382837,1450.0,13408,78
Rashiro,1260.0,0.12309473145449872,1246.0,14,6
Rassiel,55.0,0.017929267753499116,55.0,0,2
Raxxo,1506.0,0.01683540030723864,1498.0,8,45
RayFarky,8963.0,0.11681080132231707,8850.0,113,40
Raydell,1520.0,0.09190753932228633,146.0,1374,9
Rayito,13571.0,0.14757832783167385,13150.0,421,49
Rayming,3091.0,0.14849750626346617,2920.0,171,11
Razer,640.0,0.12429922891311916,636.0,4,3
Razork,13049.0,0.10445109811127781,1536.0,11513,64
RealR,1904.0,0.09972832641603906,194.0,1710,10
Reaper,930.0,0.039044262223434566,902.0,28,12
Reaver,2589.0,0.016714294195884122,2582.0,7,81
Recap,13032.0,0.1348672994043692,12814.0,218,56
RedBert,1174.0,0.017978830069269525,1161.0,13,34
Redfernal,227.0,0.019509275331502745,223.0,4,7
Reedfoo,827.0,0.14086916856471138,785.0,42,3
Regi,3310.0,0.10483379789070559,355.0,2955,16
Rekkles,3879.0,0.02537755211702194,3848.0,31,82
Relative,22364.0,0.14553890969766026,22057.0,307,78
Relax,268.0,0.01701477260524133,266.0,2,8
Relaxing,2247.0,0.15147790523214893,2163.0,84,7
RenHao,623.0,0.0884889745796445,85.0,538,4
RenYe,10401.0,0.09729048137097526,1061.0,9340,57
Rend,209.0,0.13029925187032418,209.0,0,1
Renewal,1183.0,0.09346757325858242,126.0,1057,7
Reptile,15636.0,0.1531344127646236,14901.0,735,53
Reshiram1,124.0,0.08641114982578398,16.0,108,1
Respeta,393.0,0.11627681175404878,389.0,4,2
Rest,10498.0,0.13048409199629737,10297.0,201,42
Revolta,166.0,0.09523809523809523,166.0,0,1
Rewound,4243.0,0.09394052072187571,449.0,3794,23
Rexat,270.0,0.019877726645000194,266.0,4,8
Rhilech,14787.0,0.11664988480815827,1576.0,13211,61
Rhino,625.0,0.01637598443570328,625.0,0,21
Rhuckz,520.0,0.01783385074877951,518.0,2,15
Rhythm,1824.0,0.14280877435645697,1814.0,10,7
Rias1,2286.0,0.1517480985351894,2209.0,77,8
Rich,21555.0,0.1270180802617226,21129.0,426,86
Richu,560.0,0.021303890351129413,550.0,10,14
Rigel,9254.0,0.13451260065155213,9021.0,233,36
Rilski,345.0,0.01575913499141463,341.0,4,12
Rin,24093.0,0.15733283158022843,22990.0,1103,80
Ripper,1666.0,0.13046391837420596,1620.0,46,7
Ripple,17392.0,0.13456069440010213,16989.0,403,70
Rising,7995.0,0.10572845045360175,893.0,7102,39
Rito,308.0,0.015321074302912059,308.0,0,11
River,8800.0,0.10796593745816274,959.0,7841,40
Roamer,10243.0,0.1423308125029337,10034.0,209,36
Robenong,2196.0,0.12708683316468522,2182.0,14,10
Robertoos,429.0,0.014483954339213978,429.0,0,15
Robko,259.0,0.016895859520215065,253.0,6,8
Robo,12731.0,0.1385838667245236,12225.0,506,46
Robocop,16820.0,0.13369605196417453,16494.0,326,67
Rocklho,18713.0,0.12150515334946006,18601.0,112,78
Roi DEMON,3729.0,0.09574323734562054,388.0,3341,20
Roison,16436.0,0.13130593084652242,16082.0,354,65
Ronaldo,8429.0,0.14513786624546324,8083.0,346,28
Roo,443.0,0.014933489598997946,443.0,0,16
Roobin,2577.0,0.136701699246639,2548.0,29,10
Rookie,30001.0,0.13909769266093333,29420.0,581,107
Rooster,18024.0,0.1358139371460204,17679.0,345,68
Rosa,2993.0,0.13722085189981523,2928.0,65,12
Roshan,261.0,0.08013285598031597,44.0,217,2
Rosielove,400.0,0.01689963237651868,400.0,0,12
RouZoe,234.0,0.13471502590673576,228.0,6,1
Route,14209.0,0.15376454232840803,13691.0,518,46
RoyalKanin,21205.0,0.14083190222255587,20797.0,408,77
Royeq,5044.0,0.1512618252451853,4797.0,247,17
Rozpier,584.0,0.01760691615540304,572.0,12,18
Ruby,374.0,0.1665924276169265,356.0,18,1
Ruep,14462.0,0.1527519453560088,13802.0,660,46
Ruf,498.0,0.15136999772270873,488.0,10,2
Ruler,37027.0,0.1620997519215986,35618.0,1409,120
Rust,11161.0,0.135772439413512,10803.0,358,43
RustySniper,5401.0,0.14138625109086883,5280.0,121,21
Rutzou,340.0,0.016926810401059283,336.0,4,11
Rwei,3119.0,0.09850288550114017,416.0,2703,17
Ryan3,1835.0,0.15312621634724244,1776.0,59,7
Rybson,14865.0,0.10271186967656377,2085.0,12780,75
Ryo,2155.0,0.10944928271205373,238.0,1917,11
Ryujin,472.0,0.09635925805947189,26.0,446,3
Ryuk,3620.0,0.15230506106002886,3485.0,135,12
SAD Cuzni,733.0,0.09513329637819062,99.0,634,4
SAD Raizy,993.0,0.1313551080968657,984.0,9,4
SAJATOR,17054.0,0.13694867565813237,16724.0,330,65
SC Alex,1518.0,0.1371491974810292,1462.0,56,6
SCARY,6205.0,0.10210862790051933,647.0,5558,31
SCBC Bojji1,1256.0,0.11235426726254298,154.0,1102,6
SLT,7314.0,0.139815238546451,7158.0,156,26
SM,1554.0,0.12977337963646893,1523.0,31,7
SN Strai,968.0,0.1232841375872889,959.0,9,4
SNSH John P,79.0,0.012595208401160268,79.0,0,3
SOLBON,16569.0,0.14429270865025415,16117.0,452,65
SPOOKY,11137.0,0.10810904938462258,1224.0,9913,54
SQG ATRanD,2429.0,0.10718450317025675,2417.0,12,12
SQG Ls,263.0,0.01602182882604023,263.0,0,9
SQG Lunatic,2398.0,0.126076505382411,2187.0,211,10
SQG petal,1416.0,0.08317680111723197,183.0,1233,9
ST1 Definitly,331.0,0.10509738593734015,20.0,311,2
ST1 Diogoo,329.0,0.10401493957230581,329.0,0,2
ST1 Juarezz,40.0,0.012760381214450448,40.0,0,2
ST1 PeQReK,453.0,0.14387111819629597,445.0,8,2
ST1 Shimzu,492.0,0.15630384541336764,492.0,0,2
ST3PZ,956.0,0.13828365768066778,934.0,22,4
STANIK,18144.0,0.14587833746184176,17304.0,840,66
STAR Balukos,382.0,0.11469987815012969,379.0,3,2
STAR LakatosD,440.0,0.13464780359693718,439.0,1,2
STAR asphyxia,50.0,0.015049531085025774,49.0,1,2
STAR kory,346.0,0.10433117877919443,43.0,303,2
STEPZ,5959.0,0.11289602316306041,779.0,5180,27
STank,859.0,0.09206994283820441,94.0,765,5
SUP Cako,297.0,0.1376912378303199,287.0,10,1
