playername,cs_total,cspm,minionkills,monsterkills,games_played
DM ping,2144.0,0.13234734951677546,2072.0,72,10
DM poshigi8,856.0,0.11350055067198836,689.0,167,5
DNF Euphoria,1559.0,0.15208465050509612,1443.0,116,5
DNTL,3481.0,0.12901645350424587,3398.0,83,15
DOMOLES,2980.0,0.1362781742907171,2914.0,66,12
DOOM,7820.0,0.1020987037753434,874.0,6946,40
DRX Lirua,179.0,0.017768105557850567,179.0,0,5
DRX Nerion,895.0,0.08900830352639125,74.0,821,5
DRX Sun eater,1228.0,0.12221266369039123,1204.0,24,5
DRX XeRone,1497.0,0.1464507810712506,1439.0,58,5
DS Pooya,580.0,0.15627957191628633,568.0,12,2
DVLK,17420.0,0.13605038044461293,12856.0,4564,69
Daemi,4289.0,0.13618850183359665,4202.0,87,15
Dafnis,541.0,0.10809943458229458,521.0,20,3
Daglas,17576.0,0.11597730828867725,1901.0,15675,80
DahVys,9590.0,0.10152078548068938,1130.0,8460,49
Daiky,3168.0,0.10196360377495768,421.0,2747,15
Dajor,23164.0,0.15040848176394256,22604.0,560,85
Daksider,11751.0,0.15989444973415273,10856.0,895,37
Damage,952.0,0.017176270110860526,950.0,2,28
Damocles,14276.0,0.15644354770172567,13382.0,894,48
Dan,11569.0,0.13447065606620806,8079.0,3490,44
Danden,1687.0,0.09311509802226477,193.0,1494,10
Dandom,4711.0,0.10071530955947945,389.0,4322,25
Dani,8740.0,0.12742230743521207,8428.0,312,33
Danilo,3572.0,0.12224299322565046,3538.0,34,16
Dardoch,9357.0,0.11659099370050607,882.0,8475,40
DarkBlue,882.0,0.14508754995215847,846.0,36,3
Darkeszy,12985.0,0.12383162059718648,12633.0,352,57
Darky,435.0,0.11085866177758283,431.0,4,2
David,6068.0,0.1395013619885742,5940.0,128,23
Davyyy,184.0,0.11323076923076923,184.0,0,1
Dawciu,6864.0,0.10136166294294402,954.0,5910,32
Dawerko,725.0,0.06617021122747165,717.0,8,6
Dawi,1663.0,0.13299404454946312,1640.0,23,7
Dawn,1908.0,0.14897342773453445,1865.0,43,7
Daystar,28874.0,0.14515783071491833,28392.0,482,106
Deadhound,2357.0,0.1348006967528125,2332.0,25,10
Deadly,13958.0,0.1587986857602254,13303.0,655,43
Dean,15048.0,0.10933230613322543,1355.0,13693,73
Deant9,10453.0,0.1366050930849897,10260.0,193,44
DeathArrow,564.0,0.14182825442616565,534.0,30,2
Dec0y,6274.0,0.12454330840559087,6179.0,95,25
Decay,16114.0,0.14293968376810545,15935.0,179,53
Deceiving,4915.0,0.13920588728478178,4702.0,213,18
Deceller,2223.0,0.0934255176894515,236.0,1987,12
Deepe,1884.0,0.12268431879745206,1826.0,58,8
Degh,1009.0,0.10916827736569949,984.0,25,5
Dehaste,2297.0,0.13830050289281454,2201.0,96,9
Deidara,5944.0,0.12949899859208724,5710.0,234,24
Dejo,133.0,0.016603737829700156,131.0,2,5
Dekap,2720.0,0.017294000025699495,2703.0,17,84
Deletus,1513.0,0.0970455172923448,130.0,1383,8
Delight,4712.0,0.020664900064599746,4640.0,72,119
Deliverzz,1485.0,0.09930184986556384,142.0,1343,8
Demoncior,1288.0,0.14658061744730574,1272.0,16,6
DenVoksne,19442.0,0.15680910186787272,18610.0,832,63
Denathor,11455.0,0.1284326610924089,11208.0,247,44
Destroy,4189.0,0.12309334687210584,4083.0,106,16
Destru,1014.0,0.1347062073943532,974.0,40,4
Devn,16454.0,0.14420406330337604,15913.0,541,61
Devost,9482.0,0.12187728308346252,9273.0,209,37
Dextyle,482.0,0.017644834976770846,477.0,5,14
Dezo,1171.0,0.12400740672845449,1160.0,11,5
Dhokla,736.0,0.126710060004693,735.0,1,3
DiDi,9104.0,0.13100851542640435,8914.0,190,36
Diable,23281.0,0.1585949230757162,22200.0,1081,78
Diamond,556.0,0.0175125306238494,546.0,10,16
Dinai,1224.0,0.10604015933428361,102.0,1122,6
Dinastik,3496.0,0.14080573029324694,3380.0,116,13
Dino,1846.0,0.09711638761156868,210.0,1636,10
Dionelux,11237.0,0.1192167705187155,11153.0,84,49
Dipi,1286.0,0.13883739510233936,1273.0,13,5
Diplex,12097.0,0.13880893671329103,11920.0,177,43
Dire,12629.0,0.1410685899248761,12482.0,147,46
Disamis,8667.0,0.10813214512730268,1022.0,7645,41
Diva,1508.0,0.13601267806707804,1442.0,66,6
Divine,5899.0,0.13437115925106907,5733.0,166,23
DizL,411.0,0.13400060259427224,411.0,0,2
Dizin,7958.0,0.09640953951693226,959.0,6999,42
Djoko,7856.0,0.10910336117910072,1005.0,6851,36
Dman,460.0,0.11934356703339191,460.0,0,2
DnDn,11289.0,0.138145010242311,11020.0,269,40
Doggo,28568.0,0.15829099409843508,27102.0,1466,95
Doinb,26152.0,0.13868368025598163,25508.0,644,96
Dolis,9820.0,0.13425174877884166,9638.0,182,38
Domas,4648.0,0.0766328901399995,4504.0,144,31
Dome,2492.0,0.12243140325291754,187.0,2305,11
Don Ponk,300.0,0.016711827133574084,298.0,2,10
DonJake,1052.0,0.09506397729926777,103.0,949,7
Doni,3368.0,0.1253718579874725,3316.0,52,13
Dooly,5605.0,0.1494060413803254,5423.0,182,21
Doran,29644.0,0.13272385650626395,29094.0,550,117
Dorian,125.0,0.01697151673138165,125.0,0,4
Doss,2656.0,0.016592008777002308,2650.0,6,77
Dotmm,14371.0,0.14051159109413242,14017.0,354,55
DoubleAces,1956.0,0.10496680008885337,268.0,1688,9
DoubleAiM,6943.0,0.1136256040219478,954.0,5989,34
DoubleB,3465.0,0.11840620844726031,3378.0,87,15
Doublelift,10852.0,0.1614106279146478,10181.0,671,33
Doxy,2900.0,0.11935358888513752,2831.0,69,13
DrCalculus,6713.0,0.11640118375271852,6624.0,89,32
DrSaw,1427.0,0.1188237126686305,1411.0,16,6
Dragneel,1351.0,0.11178637178192986,1349.0,2,7
Dragonblood,7549.0,0.10959368965051745,2291.0,5258,40
Dragoon,4473.0,0.1172147091965036,4426.0,47,20
Drakehero,6407.0,0.10092625803256866,767.0,5640,31
Draktharr,8948.0,0.11674231532596972,1012.0,7936,40
Drannarith,327.0,0.015168647915170199,323.0,4,12
Draxo5,303.0,0.09829837991337659,295.0,8,2
Dream,2777.0,0.14326093877965504,2692.0,85,10
Dreilix,783.0,0.12705634288263082,771.0,12,3
Driver,12984.0,0.13070732356381753,12810.0,174,53
Dro,1202.0,0.1405596219737384,1183.0,19,4
Droekt,707.0,0.06929289442256943,703.0,4,6
Drofan,6980.0,0.11833399560103816,844.0,6136,32
Druk,440.0,0.12603121516164995,432.0,8,2
Druust,8179.0,0.12316502446453464,8025.0,154,35
Druxy,8778.0,0.14698380506342146,8418.0,360,32
DuDu,20362.0,0.13275405720663933,19879.0,483,78
Ducks,374.0,0.018052510871305407,370.0,4,11
Duduhh,2852.0,0.15047819080815927,2699.0,153,9
Dumbao,379.0,0.132461173172314,379.0,0,2
Duro,3031.0,0.013385334284872126,2989.0,42,120
Dya,6997.0,0.14984476398061325,6860.0,137,25
Dyego,1163.0,0.11167886793585513,1151.0,12,6
Dyenn,10567.0,0.1429581886401743,9978.0,589,35
Dzeffry,13427.0,0.13272011660357869,13246.0,181,54
ECOGentlemanHer,452.0,0.11732183060708096,444.0,8,2
ECSTASSY,7593.0,0.14148030156751748,7410.0,183,30
EDGY Palkia,73.0,0.02113673159498406,69.0,4,2
EDGY linn,441.0,0.12738855424715667,425.0,16,2
EDGY mikasa,389.0,0.1122574406108692,43.0,346,2
EDGY qiuyu ,449.0,0.1296615481565654,445.0,4,2
EE miflond,398.0,0.10725488965917468,25.0,373,2
EG Digit,1521.0,0.12986810595741016,1484.0,37,6
EG Raiderr,159.0,0.12054586808188021,159.0,0,1
EG Ratel,1703.0,0.1277824568859434,1680.0,23,7
EG Yuta,1445.0,0.1096881099275171,1397.0,48,7
EG ZeeTee,245.0,0.018930342659254935,241.0,4,7
EKO DVN,540.0,0.1414894234530108,520.0,20,2
EKO K1NG1,311.0,0.17078528281164196,297.0,14,1
EL,4567.0,0.10949048030947782,439.0,4128,25
EN,585.0,0.021535810311273933,583.0,2,17
ESBA DON ADY,909.0,0.13652895462921447,893.0,16,3
ESCIK,12417.0,0.14437714746572217,12163.0,254,44
EUNE,25.0,0.015527950310559006,25.0,0,1
EVO Dayllen,173.0,0.09246392303580973,14.0,159,1
EVO Fat Yoda,471.0,0.130716979997435,471.0,0,2
EVO Geraldes,487.0,0.13483445126871502,479.0,8,2
EVO Ghost3,494.0,0.13670510867117358,484.0,10,2
EVO Kryzen7,189.0,0.10849598163030999,31.0,158,1
EVO Tebi GG,62.0,0.01718215852448484,62.0,0,2
Early Bird,1069.0,0.14261490023936135,1041.0,28,4
EasyLove,226.0,0.14312856238125396,218.0,8,1
Eckas,8396.0,0.10695563185121829,1116.0,7280,40
Eclipse,18881.0,0.14032479035414147,18403.0,478,72
EdbyK,1838.0,0.12367813763381444,1799.0,39,8
Eddie,14562.0,0.16185204075804122,14039.0,523,46
Efias,496.0,0.018078509021800086,496.0,0,13
Egnom,1567.0,0.12465105933837457,1542.0,25,7
Egotistic,1727.0,0.13652391315840082,1700.0,27,7
Eika,19958.0,0.1395376035978256,19460.0,498,68
ElOjoNinja,1215.0,0.0904651212333306,111.0,1104,9
Electro,2920.0,0.13775914104141365,2868.0,52,12
Elijah,4018.0,0.14141975048015448,3851.0,167,14
Elio,2864.0,0.017843403965334594,2853.0,11,83
Elix1r,2354.0,0.0983992975077243,254.0,2100,13
Elk,42596.0,0.1549966745917921,40549.0,2047,141
Ellim,16959.0,0.11116864995636246,2134.0,14825,79
Elramir,12006.0,0.1061338155898692,1163.0,10843,64
Elyoya,16683.0,0.10573174783466295,1848.0,14835,79
Emo,9841.0,0.14306969382185006,9561.0,280,34
Emprez,265.0,0.08889923462428434,22.0,243,2
Empyros,19852.0,0.13851328305586824,19217.0,635,68
Enapon,3104.0,0.031019674948611825,3091.0,13,53
Endless,2652.0,0.12851799868685407,2609.0,43,11
Endz,107.0,0.017391670092838592,107.0,0,3
Eneino,1123.0,0.13630328988850332,1116.0,7,5
Enga,10405.0,0.13754973737040369,10083.0,322,39
Enigma,2108.0,0.12220087826011146,2064.0,44,8
Enjawve,1191.0,0.018925873875996806,1182.0,9,34
Enkil,381.0,0.014978069349813054,377.0,4,13
Enosh,7927.0,0.15067097418599265,7627.0,300,27
Enricfh,5111.0,0.09402159352584348,765.0,4346,26
Enthralled,2761.0,0.1383010379716617,2695.0,66,11
Envy,11389.0,0.13444540971634975,11031.0,358,43
Envyy,21728.0,0.15122664683820689,20989.0,739,77
Ephekles,169.0,0.01470039308232164,169.0,0,6
Equinox,742.0,0.11803734898024691,734.0,8,3
Erdote,2315.0,0.016329477716500233,2290.0,25,68
Erha,1587.0,0.016694868128341537,1578.0,9,48
Erk,67.0,0.020961367088389617,67.0,0,2
Ermoke,169.0,0.12184571016582552,169.0,0,1
Erolle,76.0,0.014962635673546928,76.0,0,3
Errado,574.0,0.09654129512445492,65.0,509,3
Ersin,2067.0,0.10985049410955748,2038.0,29,8
Escanor,1087.0,0.12089266610663504,1067.0,20,5
Eski,439.0,0.016283641820185768,439.0,0,14
Eskiper,216.0,0.013260602671009144,216.0,0,9
Esko,11319.0,0.1394930888494462,10924.0,395,41
Ethe,1858.0,0.13641394838286897,1806.0,52,9
Etoo,9856.0,0.13632250838522747,9608.0,248,38
Euphoria,15710.0,0.14181921875780606,15054.0,656,59
Ever,2260.0,0.09333781182428988,239.0,2021,13
Evi,10238.0,0.11846738881137739,9947.0,291,46
Excaliburt,66.0,0.014092852862942151,66.0,0,3
Exduardo,1178.0,0.1344399236676566,1174.0,4,5
Execute,802.0,0.014129432215318169,800.0,2,27
Exile1,2415.0,0.09247953855908501,272.0,2143,14
Exiled,27.0,0.010693069306930694,27.0,0,1
Exofeng,10391.0,0.1427216862582318,10023.0,368,36
Eyla,1386.0,0.017213197309141597,1378.0,8,40
Eyliph,7377.0,0.12377552664495527,7287.0,90,31
F0X Fr0zen ,87.0,0.020343301897849546,87.0,0,2
F3IV,211.0,0.1322884012539185,211.0,0,1
FATE,12260.0,0.14153621180468734,12027.0,233,46
FBI,11981.0,0.1472716766718519,11701.0,280,40
FENZ1,10172.0,0.1454617082398769,9985.0,187,37
FGG,1456.0,0.01334967552667129,1456.0,0,58
FIERCE,6331.0,0.14864460007991373,6157.0,174,22
FIESTA,13606.0,0.13769509503788382,13299.0,307,50
FLH Frankfurt,434.0,0.13225429638750086,434.0,0,2
FRAC Radar,237.0,0.13225446428571427,237.0,0,1
FS ChallenQ,2460.0,0.14698855130273158,2317.0,143,9
FS Oliv,2258.0,0.13577814196311377,2203.0,55,9
FSZ,9750.0,0.13673882624534117,9515.0,235,37
FUE Devost,771.0,0.13194462583595581,735.0,36,3
FVN Shuhari,99.0,0.014301246594081862,99.0,0,3
Fade,17145.0,0.1514802577785756,16587.0,558,60
Faded,9558.0,0.12669016103474232,9310.0,248,41
Faetski,11291.0,0.15513211019412426,10776.0,515,40
Faith,344.0,0.09865445702046599,45.0,299,2
FakeGod,10598.0,0.12860542916326562,10423.0,175,42
Faker,31717.0,0.14199672923335868,31037.0,680,117
Fallen,7949.0,0.0973073511080969,995.0,6954,41
Falleo,7473.0,0.1274842558544836,7248.0,225,34
Fame,1970.0,0.09383886975919765,239.0,1731,11
Farfetch,1146.0,0.01587621452748781,1138.0,8,36
Fatihcan,1836.0,0.07067068518937242,1812.0,24,15
Fatorix,5238.0,0.15167899037868732,5051.0,187,18
Feather,3245.0,0.018525131910827906,3224.0,21,94
Fede,17244.0,0.15726411688722766,16593.0,651,55
Feisty,17410.0,0.13949660488295476,17003.0,407,64
Feitan,146.0,0.019339133592754038,146.0,0,4
Felopo,235.0,0.13521288837744533,235.0,0,1
FenRir,18461.0,0.14711288788089022,17524.0,937,68
Feng,23886.0,0.1372503220462106,20949.0,2937,99
Ferenc,1185.0,0.11815538223312017,1173.0,12,6
Ferrari,2070.0,0.10070272478185621,238.0,1832,11
Ferret,12671.0,0.10188652938751978,1503.0,11168,64
Fikus,4146.0,0.12420174292353317,4119.0,27,20
FireAscept,2546.0,0.13514968021783927,2504.0,42,10
Fireblade,2137.0,0.13198443755087994,2066.0,71,9
FisheR,751.0,0.11982220321674843,747.0,4,3
Fisher,28155.0,0.14419827780395725,27767.0,388,100
Fishireal,3029.0,0.12108401346626126,3005.0,24,13
Fishue,861.0,0.09379152999558313,99.0,762,5
Fla01,91.0,0.015888240858265474,89.0,2,3
Flakked,13575.0,0.1554204833489938,13188.0,387,44
Flamer,769.0,0.1246451601144138,765.0,4,3
Flandre,37476.0,0.13326158963787946,36282.0,1194,144
Flauren,19904.0,0.1347590404268521,19319.0,585,85
FleekZ,50.0,0.017314935327267293,50.0,0,2
Fleshy,1516.0,0.020458928283293404,1504.0,12,37
FlickeR,14294.0,0.1588896183583554,13334.0,960,49
FliiZee,5042.0,0.14648346314450966,4832.0,210,16
Flip,17992.0,0.1502980007570755,17602.0,390,64
Floris56,2870.0,0.136228922920058,2763.0,107,11
Fluffy,1598.0,0.10523744603167716,175.0,1423,8
Flying,587.0,0.1225429504975814,579.0,8,3
FoFo,17110.0,0.14066164618401902,16640.0,470,63
Fogzy,7217.0,0.13100006091499983,7084.0,133,28
Follow,3335.0,0.1053802555167666,428.0,2907,16
FoobaR,3609.0,0.09197863954416409,458.0,3151,21
Fool,457.0,0.01662903591723783,457.0,0,14
Fooneses,339.0,0.11035137479805299,339.0,0,2
Forest,11335.0,0.11643342124738858,1197.0,10138,56
Forlin,7639.0,0.12478414656009254,7535.0,104,32
Fornoreason,16858.0,0.13620195537587249,16410.0,448,63
Fortu,328.0,0.015774140637997206,322.0,6,11
Foxie,6737.0,0.1353983257909619,6643.0,94,27
Fragola,4400.0,0.09654629146191278,687.0,3713,24
Franky,2484.0,0.11981604935968644,2456.0,28,11
Frappii,1014.0,0.16077444954217318,990.0,24,3
Fred,1586.0,0.13874011640805353,1568.0,18,7
Free,1172.0,0.15217839251709037,1139.0,33,4
Freestyle,208.0,0.01989218761791604,208.0,0,6
Fresskowy,12580.0,0.1470607056823749,12336.0,244,43
Frexey,4782.0,0.14050871008891744,4585.0,197,17
Friple,186.0,0.10954063604240283,11.0,175,1
Frixter,848.0,0.14842558025378574,828.0,20,3
Frog,24173.0,0.13340227616214778,23587.0,586,90
Frost,13027.0,0.1107422284184776,1717.0,11310,59
Frozen,1902.0,0.01743521135495207,1862.0,40,55
Fudge,12953.0,0.13265981490260764,12682.0,271,46
Fugu,601.0,0.11701680672268908,582.0,19,2
Fun K3y,11645.0,0.1513856820930841,10893.0,752,38
Funky Dog,7535.0,0.10844968432166853,884.0,6651,36
Furby,1710.0,0.01821893603460823,1697.0,13,49
Furuy,18152.0,0.14742989258918202,17594.0,558,64
Fush,2330.0,0.11306969212419062,2295.0,35,11
Fuuu,7355.0,0.1407684193860245,7199.0,156,27
Fynox,724.0,0.14853725870419643,700.0,24,3
GALA,33010.0,0.15226723423171995,31873.0,1137,107
GBCN Pyrus,92.0,0.012418520362668491,92.0,0,4
GDG Compu,239.0,0.13927738927738928,239.0,0,1
GDG miaemi,26.0,0.016321406151914627,26.0,0,1
GGA Hosanna,130.0,0.014428014496917357,129.0,1,5
GIDEON,18878.0,0.10476894180684311,2123.0,16755,96
GLE notiim,530.0,0.13914160992921829,495.0,35,2
GLR Nicolayyi,588.0,0.10053997613060395,48.0,540,3
GLR RonyG,978.0,0.1305833387804235,959.0,19,4
GMB atatt,26.0,0.015634395670475046,24.0,2,1
GRX,1949.0,0.08760637097656558,234.0,1715,11
GTZ Gary,455.0,0.14036178713798056,455.0,0,2
GTZ Spy2,288.0,0.12845673505798394,43.0,245,1
GUP 1334mat,238.0,0.15072830905636478,45.0,193,1
GUP Legend,21.0,0.013299556681443952,21.0,0,1
GUP Ricarderix,84.0,0.01855314807713561,84.0,0,3
GUP Sidbuck,536.0,0.11415860439488353,528.0,8,3
GZ Frozen,194.0,0.014947357493594913,192.0,2,7
GZ Gon,1219.0,0.09291257810511826,124.0,1095,7
GZ Herma,1504.0,0.1397164724940293,1477.0,27,5
GZ Kin0,195.0,0.018203798459663068,195.0,0,5
Gaarfield,251.0,0.015145808853799732,249.0,2,9
Gaeng,1318.0,0.015385692277610896,1312.0,6,46
Gakgos,8456.0,0.13198553688340914,8296.0,160,32
Galaxynt,1070.0,0.12503221192309774,1064.0,6,5
Ganks,4668.0,0.10835626595935813,477.0,4191,22
GaraXy,1214.0,0.0917932479176763,96.0,1118,7
Garank,272.0,0.014342321196774279,270.0,2,10
Garden,24208.0,0.14150653651631312,23826.0,382,87
Gastruks,1074.0,0.015553471026904643,1070.0,4,36
Gato,504.0,0.03842480280064383,198.0,306,7
Gatovisck,209.0,0.019367932062928712,205.0,4,6
Gavotto,12860.0,0.1535456637580932,11989.0,871,40
Gaëthan,4995.0,0.1377131332502245,4794.0,201,18
GekkoSzaby,121.0,0.08551236749116607,24.0,97,1
Gemini,13612.0,0.09570544218877859,1351.0,12261,79
Genos,1043.0,0.09803237710637552,119.0,924,6
Ghost,1978.0,0.15461315864303396,1875.0,103,7
Ghost2,171.0,0.0986159169550173,12.0,159,1
GianKios,1765.0,0.14071363649716145,1745.0,20,7
Gilito,465.0,0.013219370011614185,461.0,4,17
Giomatic,146.0,0.08414985590778098,18.0,128,1
Giyuu,20392.0,0.15036891351775294,19711.0,681,76
GoDirr,3036.0,0.12282900576258118,2989.0,47,13
Goldenpenny,6153.0,0.1446731091932295,5826.0,327,23
Goliah,7729.0,0.10897366908736887,924.0,6805,38
Goliath,2388.0,0.01702337878489961,2352.0,36,75
Gom,230.0,0.015745015166759364,230.0,0,8
Gon,329.0,0.0766253986223577,42.0,287,2
Gordinho,143.0,0.015594290611001132,143.0,0,5
Gori,13153.0,0.14421104560842152,12792.0,361,48
Grave,15133.0,0.15292997066454783,14673.0,460,52
Grell,7394.0,0.11095173592500931,724.0,6670,36
Gremy,1341.0,0.08657182134260404,232.0,1109,8
Grevthar,11313.0,0.13407359285258108,11071.0,242,42
Grimm,1160.0,0.12958087653768002,1145.0,15,5
Grizzly,20864.0,0.11920563686613875,2550.0,18314,89
Gru,5367.0,0.14376002988107164,5168.0,199,19
Gryffinn,1622.0,0.11292087324079533,154.0,1468,8
Grèédy,418.0,0.01564490085711265,418.0,0,16
Gtracks,1059.0,0.1317848369285515,1059.0,0,5
Guanch0,1933.0,0.11734561679818875,1905.0,28,8
Guardian,15210.0,0.1320255741911095,15055.0,155,65
Guertas,11258.0,0.10605216970824298,1249.0,10009,56
Guigo,15874.0,0.1332003683679973,15446.0,428,61
Guigs,1040.0,0.01778876911734695,1027.0,13,29
Guirlande,1028.0,0.08674630365731063,136.0,892,6
Guli,5158.0,0.11156427126109836,609.0,4549,23
Gumayusi,28791.0,0.1623699697698852,27638.0,1153,93
Guppy,3758.0,0.13827678371786542,3682.0,76,14
Gury,14303.0,0.11638995453186797,1734.0,12569,63
Gus,4052.0,0.12985341375185724,3914.0,138,16
Guti,14348.0,0.1456750199515514,14106.0,242,51
Guubi,2161.0,0.08872995479824865,198.0,1963,13
Guwon,6618.0,0.10672843782530125,756.0,5862,32
H1tokiri,504.0,0.1261905930871956,500.0,4,2
HAKA,2931.0,0.10591502484701412,2888.0,43,14
HALdesu,6300.0,0.10615554429258563,682.0,5618,31
HAP DerSchrank,677.0,0.09961885576416078,670.0,7,4
HAP Dishonored,827.0,0.12045955449734258,811.0,16,4
HARPOON,19180.0,0.16064613521485882,18080.0,1100,60
HAWHAW,4097.0,0.15065014095376889,4054.0,43,14
HC KZT,971.0,0.10481918275508417,114.0,857,5
HLE Eclipse,708.0,0.13303681684058347,684.0,24,3
HLE Hailstone,84.0,0.015614488931677549,80.0,4,3
HLE Panther,736.0,0.13749861633349145,708.0,28,3
HM Delta 1,1230.0,0.13722382369136177,1227.0,3,5
HNS Bera,156.0,0.017821836695461658,152.0,4,6
HNS Nakamoto,4687.0,0.10801946950706291,4663.0,24,27
HNS R1to,4009.0,0.12864996434389162,4005.0,4,20
HNS Rumi,6176.0,0.14128740672336085,6011.0,165,27
HNS Skinny,728.0,0.0937120022182218,114.0,614,5
HNS ekkusu,3262.0,0.09044715250029135,416.0,2846,22
HNS phast,555.0,0.01617107058747307,553.0,2,21
HNS tetras256,1213.0,0.1321834718320927,1203.0,10,5
HNVR Boempel,884.0,0.13447379291328404,845.0,39,4
HNVR storm,777.0,0.11650993667216239,750.0,27,4
HOF Crisrock,35.0,0.01614391143911439,35.0,0,1
HOF Ghost2,238.0,0.10774105930285197,238.0,0,1
HOF Julzh,224.0,0.10140334993209597,212.0,12,1
HOF Leazor,308.0,0.13942960615663197,308.0,0,1
HOF Martim,418.0,0.1106423196584907,418.0,0,2
HOF Phlloz,30.0,0.013580805794477138,30.0,0,1
HOF Primata,307.0,0.1416051660516605,300.0,7,1
HOF Sashimi,181.0,0.10438292964244521,181.0,0,1
HOF Silence,197.0,0.08918062471706655,20.0,177,1
HOF ThunderPeng,121.0,0.015382411211490088,121.0,0,4
HOF Zezin,1020.0,0.12857316216315032,1020.0,0,4
HOF vicarious,335.0,0.08930364119817669,54.0,281,2
HONOR,1281.0,0.0165550079879174,1271.0,10,39
HOYA,21684.0,0.12298573719244936,21413.0,271,94
HPS EN,61.0,0.017915176120082237,61.0,0,2
HST David Do,515.0,0.13655357862289308,515.0,0,2
HST DinhViet,1057.0,0.1424632468929064,1021.0,36,4
HST Terry,435.0,0.12151414907324809,435.0,0,2
HST Wady,885.0,0.12024210463946856,113.0,772,4
Hades2,2069.0,0.09065124711083021,212.0,1857,13
Haetae,27256.0,0.1323468178449729,26880.0,376,107
Hailstone,1996.0,0.014961982679731292,1984.0,12,72
Hakari,3812.0,0.1295942363279443,3750.0,62,15
HamBak,9672.0,0.10380312397478882,962.0,8710,47
Hamsi,2021.0,0.11697177159343133,2001.0,20,10
Hamudis,1638.0,0.09436182152469276,188.0,1450,9
Hanbyeol,23505.0,0.12943035759926455,23136.0,369,95
Hang,1980.0,0.0176856284028755,1957.0,23,58
Hans SamD,19558.0,0.17082177347027996,18528.0,1030,57
Hans Sama,26174.0,0.15430709061371006,25191.0,983,86
Haoswen,188.0,0.016033331960416026,180.0,8,6
Harbo,11416.0,0.13234653036871033,11194.0,222,45
Harky,11474.0,0.15711006552034393,10780.0,694,38
Harp,1412.0,0.018317421733474105,1399.0,13,40
Hasu7,14202.0,0.11946106284514393,13879.0,323,65
Hatsu,9594.0,0.13241759151428148,9311.0,283,36
Hattor1s,3900.0,0.14093750128852886,3804.0,96,14
Hauz,9911.0,0.14334358346494705,9618.0,293,36
Hax,1207.0,0.13762112833711154,1186.0,21,5
Hazel,11327.0,0.16115385205707614,10952.0,375,36
HeSSZero,13623.0,0.13008116776424072,13361.0,262,55
Heart,376.0,0.09496982047449351,39.0,337,2
Hena,8893.0,0.15273223152503204,8600.0,293,29
Heng,5304.0,0.10465490247609512,573.0,4731,26
Henli,1921.0,0.1289034549166491,1913.0,8,8
Heprex,944.0,0.11722216564576708,934.0,10,5
Herma,19208.0,0.13866954886488903,18703.0,505,76
Heroic,11468.0,0.13841299729028966,11137.0,331,45
Heru,1872.0,0.13679024099173814,1858.0,14,7
Hery,8004.0,0.12983538642035947,7883.0,121,32
Hetel,1503.0,0.016584591467018128,1475.0,28,53
Hhiep,769.0,0.15339696248565557,739.0,30,3
HiRit,10463.0,0.14099733124784175,10266.0,197,38
Hid0,3350.0,0.15889109993878003,3170.0,180,12
Hidan,5279.0,0.13383679898170672,5208.0,71,20
Highway,1381.0,0.01713774615455926,1367.0,14,44
Hika,3061.0,0.14887554042994286,2984.0,77,11
Hildebrandt,150.0,0.07614213197969544,150.0,0,1
Himmel,2662.0,0.14308711518050324,2609.0,53,10
Hinata,12215.0,0.13651547580869922,11910.0,305,51
Hiro,846.0,0.1279721162770968,838.0,8,4
Hiro02,7439.0,0.13441651654323697,7181.0,258,29
Hitsu,5324.0,0.12747965667880565,5270.0,54,22
Hizto,9945.0,0.11135275288763759,845.0,9100,46
Hollow,998.0,0.11119282967540975,986.0,12,5
HongQ,26424.0,0.1470515371031544,25840.0,584,95
HongSuo,17236.0,0.13841917726547825,16740.0,496,71
Hope,44166.0,0.15626275957483107,42774.0,1392,144
Horder,12420.0,0.13287255950276047,12050.0,370,46
Horus,5190.0,0.13221875700980684,5045.0,145,20
Hosanna,1784.0,0.016882724429555806,1778.0,6,60
HotPot,8394.0,0.0953237904462625,1134.0,7260,51
Howling,18132.0,0.13066379957867055,17814.0,318,70
Hran,1699.0,0.1552384974950012,1585.0,114,6
Hub,8609.0,0.1488122189688065,8409.0,200,32
Humanoid,17078.0,0.15179929588573335,15825.0,1253,57
Humble,1187.0,0.15424798717177507,1148.0,39,4
Hummelu,504.0,0.08909941532833558,63.0,441,3
Humzh,3609.0,0.14122523220390806,3534.0,75,14
HungryPanda,1894.0,0.017520958447523317,1878.0,16,59
Hungtwo,30.0,0.017804154302670624,30.0,0,1
Hunt,871.0,0.12248883428046284,864.0,7,4
Huron,10144.0,0.1211635988467681,9645.0,499,45
Husha,4751.0,0.11457889313513987,579.0,4172,22
Hustle,6798.0,0.13601624511626653,6659.0,139,28
Hustlin,414.0,0.016330746531408372,412.0,2,14
Huubiii,504.0,0.15467605315693178,482.0,22,2
Hwichan,18224.0,0.15063835258579028,17553.0,671,66
Hydra,12193.0,0.1431836277970701,11869.0,324,44
Hydraa,148.0,0.018226894708993562,148.0,0,5
Hygon,5369.0,0.09572895466323093,619.0,4750,28
Hylissang,456.0,0.015176724106231582,452.0,4,14
Hyorai,656.0,0.01616507579981434,654.0,2,21
Hypa,1316.0,0.11913793142714112,1315.0,1,7
Hype,20685.0,0.15717793027887392,20004.0,681,68
