playername,gpm,dpm,kills_per_min
Adiogs,6.723810780307932,13.91934753273589,0.0027743490365528785
Adiss,6.12040897997246,8.929890838908673,0.0011440436454326023
Adizai,5.519026041767893,8.469460389644041,0.0008835617522403495
Adryh,5.887067091517087,8.429509641118324,0.0007399944150846365
Advienne,4.239774063347501,4.472981172259351,0.0010069704913713649
Ady,6.651466251026977,11.971778559710975,0.00209411713772121
Adyyy,6.9318806363215515,12.821052023143979,0.002299102635173403
Aegis,5.8462347765354545,6.183596317912913,0.0013698782730990425
Aeru,7.3691663364675275,12.503607124335097,0.003168365607804951
Aetinoth,7.6460448014726206,12.841251195758879,0.0031414557787940996
Afriibi,7.531595975160923,13.270999421926462,0.0026202965467117495
Afroboi,6.318725691326058,6.772718128968983,0.0018844472827461295
Aglaro,4.0364695722127575,4.166994763076534,0.0007468925484257682
Agresivoo,6.888130819220045,11.75200194428289,0.0021799139218604347
Agurin,6.847558103147947,10.526727411554313,0.002216880504042681
Ahn,7.195694006634996,11.82292042897079,0.002046241209306426
Aikawa,6.77773963975919,11.15934884252493,0.0013384168760634469
Aiming,7.491357362121388,12.224302446999046,0.0022964793927026453
Aincardz,6.168513701889736,8.335918429539067,0.0018992348803413537
Air,6.547984891354405,12.103964006230568,0.0013665017962291308
Airren,7.232530669929473,10.810490563620979,0.0021585811682105585
AisyL,7.462877978799804,12.584800012144044,0.0027080181054588066
Aithusa,6.704949205180547,10.522446637297685,0.0017683113171895121
Aitlade,6.771303979319881,10.820638720188207,0.002377632474113463
Aitze,6.331037820984952,10.492667501187459,0.0025330857385884257
Ajwad,6.235071640336205,7.9513021699271755,0.0022300193668588013
AkHasspun,3.704224960332058,3.371382178285373,0.00013873473917869035
Akabane,7.202120141342756,8.679858657243816,0.0021201413427561835
Akanania,7.2077681893942644,11.648197243244622,0.0026759344235745457
Akashi,6.6643149595757025,11.908691213946511,0.0018269071610662736
Aki,5.878005971137804,6.67618695692195,0.001420229632867282
Akira,4.457852380626938,3.9766155661479146,0.0004979417684717715
Aklass,7.051701202030814,11.821736291070241,0.002593650286306052
Akrantor,6.781577930764689,9.551014454355185,0.0013863038351544332
Akre,6.851030654548045,11.966835737967726,0.0026154651315036894
Akunma,5.147676510589828,6.020063656073507,0.00020588840848260244
Aladoric,4.23514466173004,3.8222716881774415,0.0005160199042461316
Alan,6.858831227975934,11.445071285007376,0.00197006338220942
Alaric,4.3368994355607775,3.8527947639463083,0.0005044852887307498
Alba,6.457383966244726,17.540506329113924,0.0033755274261603376
Ale,6.540289745179667,9.391234255884724,0.0013800367766723688
Alex,6.182628062360802,8.766592427616926,0.0013363028953229399
Alex234,5.559713233658305,6.514501278518418,0.001260669193782839
Alive,7.149700089902168,10.770265987269942,0.0022498713201820255
Alleycat,6.095024410711033,11.565493851848464,0.001741807146815478
AlluK,5.613480243577513,6.68253880866664,0.0012074668449297379
Alvanai,6.892369972634782,10.53489139210355,0.002253555546521544
Alvaro,4.183868134352736,3.0661584201423815,0.00031175981397944265
Alén Stark,5.873353124428429,8.245034799757242,0.001124052405042674
Amarizo,7.302110555173638,16.859259219901926,0.0018126322690232384
Anato,5.8604407789736035,5.575516349690669,0.0018383041223647156
Ancrath,6.120221616883232,8.952409472083453,0.0015948732862971027
Andathy,5.898315157628218,7.500666013756388,0.0016265323123020284
Andil,3.9782243624546165,3.2878900832809665,0.0003024845328451111
Andreus,6.418079521870955,11.40904332022412,0.0018790503088649136
Angel,6.680208159877338,10.93171313203109,0.0015029444379532375
AnnieBot,6.166407918413913,10.859481077854673,0.001882736383593469
Anonymouss,6.937607097522147,9.851540766019482,0.003091523934330689
Anthrax,3.9728701143963043,3.868602289405376,0.00044630231976164016
Antonio,7.0138727565413,10.202669091447984,0.0019355219358737764
Antos,3.9876561302286975,3.331241314279243,0.0005942947702060222
Anyone,7.022177132893286,12.23939591280097,0.002367121203045691
Anyyy,6.649837821140419,10.841448603285667,0.0013061516629474747
Aojune,6.6212053824538994,11.610578673670616,0.0015298991070910545
Aomine,7.896155535972195,13.351898187204645,0.0033502025658365075
Apatheia,6.120980751054047,8.115520236483944,0.0016803437323402825
Apollonia,6.18657497721404,9.70908298919601,0.0013754312338049737
ArQuel,5.367698114265879,6.499964812504721,0.0008519086561431671
Arcano,5.670897870775659,6.272182280197456,0.0014724727224450992
Archfiend,6.105872875917234,9.932141985236054,0.0015360338879507305
Ardo,4.153540552711636,3.4715715073371656,0.000516483914099164
Aress,6.620317651963157,8.861849451785632,0.0012622923699391496
Argonauta,3.918085613324859,2.9559538037954924,0.00019041798619443958
Aria,6.721889147556008,11.703218683396178,0.0018411152176372875
Ariana,6.532440167148238,12.296837476400494,0.0023077661360566292
Armut,6.689666548443601,10.73368867025364,0.0017755710552964509
Arn,6.466256542221079,9.842349742545142,0.0015767524150721722
Arnax,6.5517349970336145,9.193069773382222,0.001735910378931495
Arp,6.07778076028073,6.77056850872923,0.0019680235145494735
Array,6.855819750279661,12.589188861755058,0.0019226158191572832
Arrietty,6.9024749012363085,9.914721664770315,0.0018966429605554245
Artanis,5.847047594720992,7.886196551199916,0.0013525635327274938
Artemis,7.256377538441086,10.55241710691687,0.0021852011596516403
Artoria,6.1692558887362825,10.716099000577376,0.0015575212773036938
Arutnev,6.5580464469146955,12.565594660655018,0.0029964235625874317
ArutnevJr,6.186001618020125,12.365404245208344,0.0016433305156662193
Arven,6.470003569448241,12.647620202345383,0.0014367943741732912
Ascend,7.626284875062309,13.240490224270957,0.0033153187801354647
Asilah,6.04431365537886,10.391422059117197,0.0012540570305265655
Aspect,6.7671654549161975,10.375849444397982,0.0034534398879369735
Assum,7.17712736755589,11.255307530980229,0.002153514703028468
Astrai,4.324275471128899,3.5238423500983287,0.0005262237458436976
Astrasmaug,6.389200126914279,13.320110978567378,0.002043385094670265
Asza,7.375663523190316,15.511630100452434,0.002964165123877673
Atat,4.37339225369412,4.006797283145557,0.00043996969372344833
Autophil,6.866523743231525,9.712021326880754,0.0026008732821915844
Avarice,7.356189777384014,13.389480028594157,0.0023559546367132845
Avra,7.802198968413682,16.886889232243824,0.00375450966682306
AwerpiS,4.136193321199787,3.599150012848519,0.0006380114890043119
Axelent,7.924908345044814,13.019275953946282,0.0034397595795186368
Axo,6.909915490255311,10.941383323959434,0.001960394236757987
Ayel,6.579187693112362,12.096789477932418,0.0024728278108197646
Aymen,4.260984105696516,3.4795042877314035,0.0005999052961996926
Aytekn,6.514812134434871,11.333295707858372,0.0018645087369242202
Ayu,7.312646178888949,10.691481049530786,0.0021583077316302325
Azhi,6.411365300740065,10.080599652947827,0.00136268749511293
Azu,6.265019839580949,9.228554524496367,0.0028318873024953816
Azuka,6.979124850032998,13.13429431667194,0.0026028533410708105
Azura,5.80707905960492,12.140443663255075,0.0011702205381735236
B Butcher,4.289472246361057,3.296550254999656,0.000583418399098776
BANKAI,6.3278288987878755,11.799540090611334,0.0018979873640530512
BAO,7.39529573139433,12.966539667894338,0.002886427269245188
BByoan,5.53523228038632,7.013903984812584,0.0014855802095594195
BCE Blesia,7.399692387228694,14.270673520188097,0.0023341172643126734
BCT R0se,7.7711248595536375,13.574161575222819,0.002461496219108117
BE5 Coli,4.116007368270416,3.0680075485274094,0.0006103219082172921
BE5 Straka,6.707579218632844,13.785706729586073,0.001885224205424422
BE5 bakisa,6.9199438632688794,10.893850657560664,0.0021155855958859206
BEAN,7.749852767679116,13.07905570931039,0.0033361653360717528
BER Berimbau,5.244041990829358,7.818228329521425,0.0015719738938527823
BER Besnaga,4.845826235093697,9.453151618398637,0.0008517887563884157
BER Cerelac,4.63908597401217,6.772814552703114,0.0007201851374643667
BER Lunatik,4.447523996979885,7.00876906247086,0.0012776831345826234
BER Outskale,5.90759270158917,11.423190111830488,0.002354326074161271
BFX Bangin,4.999965135115873,9.730441859434803,0.0009213190098372908
BFX Lost,6.764194919743348,11.539616524799335,0.0034258119569216426
BFX Rang,6.052342592753112,6.624416783685545,0.0024228205113387925
BFX Should,4.327011424509822,3.626931870934437,0.0009213190098372908
BKD Eria,6.1283697209162655,13.801063006240057,0.0020842879948401736
BKD Meii,5.575415929785647,6.2477303459528,0.001974643058403737
BKD anakin,4.026643784378419,5.1550810701745045,0.0004964876969290302
BKD razu,6.412523020257827,20.79281767955801,0.0027624309392265192
BKD yokiha,5.603497701944759,7.360695761253074,0.000945455703723159
BL Frechdachs,3.8425429208324466,2.6654097310855844,0.0006381620931716656
BL Niko Reaper,5.878473514795907,11.86812553918788,0.0011574074074074073
BL Vinni Wonka,5.3023534812333075,12.003912435888346,0.0006084328984376846
BLS 1KK1,5.138751690109488,5.746554814766221,0.0006008626370818317
BLS Fantasyleaf,5.952189993066995,10.614929317486235,0.000898009723103296
BLS TaiTa,6.156837428476189,9.88442046195774,0.0019153139859455375
BLS shironeco,5.212191854641043,8.431158795195024,0.001071600779245043
BOO Blender,6.713304712916393,11.852424146226785,0.0033216066039886503
BOO Eve,6.158869273875144,10.90192601759043,0.0017818322249403436
BOO FuraFura,6.443787860912562,9.828731596911808,0.0016986659538695175
BOO Razer,7.172317544875289,12.731918200031172,0.0028891379330873673
BOO Snow Panda,4.474279324430529,4.9109636085602535,0.0008152456219013047
BOO rururu,6.35266950695641,9.368595600048593,0.0024345927292717855
BRT Speedy2,3.717786439763691,3.9700730271850357,0.00032978189039626813
BVL Fake1,3.874376303031511,3.2830724784239145,0.00046161730303542205
BVL Fantasyleaf,5.985723407024815,10.61302401522527,0.0015265224361186347
BVL Fubuki,6.229921358380464,7.937148998352455,0.0025789934181479667
BVL GOODTRY,4.319456948854202,3.5680098490017156,0.0006250399616259779
BVL MayR,6.703771627925078,12.009217427439104,0.002185460980465842
BVL Snow Panda,4.347464050960069,3.971557760954183,0.0004980318976902057
BVL udon,6.1796404831323075,8.386398239775716,0.0013505767492787836
BVL uwaa,6.619650396011182,10.630875601164693,0.0024271673144056955
BVL uwaaaa,5.916557281716026,7.925974458513227,0.001264894019316676
Baashh,5.695528154042398,6.89207159027592,0.0013409716238066223
Babuleh,5.853352745805439,9.150160859716875,0.001515835598659398
Baca,6.755349729336409,11.625018432619967,0.0022359915304790844
Backlund,6.258173904423416,10.399715088261384,0.0014134248334781265
Bada,6.755130769808961,11.324835468089404,0.0020857786920404735
Badlulu,6.801948533508643,10.852677876940188,0.001957456339772904
Baiye,7.05907864705949,11.263993801893239,0.002040026836119579
Baki,6.688291750590905,10.8459415172874,0.001893959879599126
Bala,6.2622309974336545,11.57575890895142,0.0016554713591615774
Balyy,6.487176926070426,10.128868745542649,0.0023385974251612677
Bambi,6.68553628709122,11.739031332304211,0.0014817281488542177
Bananiasty,5.157923892891318,7.5004373832500395,0.0010198878123406426
Bananitoo,4.366965452162359,3.264888363419045,0.0006386713711379944
Banderas,6.551070832105852,10.065576647352959,0.0013481475629127557
Bandit,6.196462019244925,8.230510514062738,0.00224271576222499
Bangin,5.737353383049656,10.044387882294515,0.0012732194774757034
Banino,4.164673971256199,3.488406987357067,0.0004885067327036926
Bardito,3.9600401037770325,3.341948566487567,0.00026884404858124137
Barrage,6.261984422471391,10.107553173292358,0.0014108655290883526
Barry,4.312872821707234,3.8744534167384668,0.0007112022495305795
BartonaR,5.79808996729533,8.620496411100717,0.0016542042969343905
Basei,5.789187187370002,9.566214145841577,0.0
Basraket,7.679636330629769,13.39101620230122,0.003255758994963088
Batuuu,4.39294497538574,3.972790183687428,0.0006854745053605848
Baul,5.307666725304942,7.234588824058192,0.0015028164113536685
Baula,4.228033734874584,3.240514678530509,0.0002458769829865292
Baumeef,6.3782117193804995,9.542417706723457,0.0024000833260621425
Baus,7.203071579589238,11.58191210728791,0.0017587740600485395
Baut,4.061979879025656,3.5050559568063595,0.00020435509460201465
Bayonetta,7.932760324732715,12.809122341786946,0.0035427925452800532
Bazz,6.734926884214785,10.277475047059253,0.0014765450563634672
Bcan,6.7303427429613985,11.819728124800577,0.00234161427111165
Bdd,6.912816309914532,11.05624664137528,0.0020496042463810198
Be,6.054056628520774,8.477129899317017,0.0015211272068723822
Beenie,6.774159637795595,10.583385976446813,0.0018880704689610422
Beichuan,6.078130355026677,7.780156658902814,0.0013436350051128614
Bejjaniii,4.621591024927273,5.849951841774418,0.0
Beluga,7.411570339152469,12.324458762470725,0.002569988376209206
Benaset,3.791378459457117,3.134531040081781,0.00020609073315027777
Benda,6.477086517744145,12.345866527291582,0.0015721220457252303
Benny,7.113531642702472,7.618176633993245,0.003575273128940316
Berik,6.6619324042441335,12.155208661596193,0.0020269859501638745
Berr,4.013740797821027,3.0235074210026704,0.0002971695000463578
Berserker,6.961097480346423,10.54641016440838,0.0015504418468845762
BeryL,4.133302534295156,3.6102703794420283,0.0003934920974108294
BetaTwinz,3.9293942290035506,3.335921318513939,0.0007670892272381978
Betty,7.345432594595117,11.788103813208409,0.002218482354832379
Beyond,4.989586542596062,7.415389996702273,0.0011052176895756374
Bf,3.808251829657928,3.998648468918254,0.0005249781909551401
BiIIy,6.215538779854949,8.737248206423322,0.002522533753112588
Bible,3.9463898309269942,2.689384245306726,0.00015452025243582895
Bie,4.679658137909913,4.680625087371327,0.000972852710553626
Bin,6.69644472579577,9.879901199394734,0.00172718595280481
Bio,5.549383415750596,6.375394713423519,0.0013273145018151517
BioPanther,5.881671917418444,7.81247095242585,0.0007910175513129669
Biob,4.133067080625392,3.4180471378344337,0.0007681181344939438
Biofrost,4.179043046605071,3.152419961917777,0.00027794618531158617
Birkyy,6.387895351132663,9.216597338515232,0.0017649453911289443
Biskoo,3.9265671512855533,3.4304996123397418,0.00029280329683016614
Bissejr15,6.456660412567729,11.310226423159257,0.002043474793934452
Bitse,5.195096211044531,5.984423412573928,0.0007312690378710918
Bizyze,3.9616188452918895,3.4015496829044825,0.0009415328312141004
Blaber,6.288874084232902,6.951690522402962,0.0015080684787091893
BlackSwan,7.466426420771867,12.604970146046028,0.002496590262870076
Blackout,6.201313858051947,7.413224744384872,0.0012594640434474597
Bladeshow,6.9487905077214895,11.738682370641657,0.00443337837390317
BlauRosen,6.335690328515284,10.886100251107665,0.002832663794496326
Blesia,6.993219380707778,13.516822108628821,0.00270834795685395
Blind Walker,5.483737204518531,6.424887047778229,0.0009565424048250458
Bloopy,4.591430521139175,5.373103198279333,0.0011059638548095543
Blue,4.239812040153803,3.5343154485263204,0.0008164980082960431
Blueboar,5.763521346034417,6.234598755101123,0.001676138244959679
Bluffing,4.093275190270971,3.3307895008775033,0.00023328905087262566
Boal,6.418441472606593,9.474815479260412,0.0014540431454063971
Bobsik,6.367658415918835,10.355614718244524,0.0017825519448974373
Boda,7.3653343630312715,12.67458350674239,0.0027931994397910925
Bojji,6.244258611158033,7.643312384694057,0.0021398135211367804
Bola,7.121213345099965,13.480139946904776,0.002272650405040169
Bold,7.547260177953342,14.084723733542848,0.0030564890335271246
Bolyy1,4.174707466652991,2.8756602968095746,0.00025438115871342427
Bong,6.19081138697362,9.04822338943155,0.00132895677464325
Bonnie,6.201948076535608,7.379577392856166,0.0016650479381516707
Boohis,4.000680954348724,2.944160267823925,0.0003009053794484407
Booki,6.051523210374227,7.025496083269468,0.0019374678168060165
Booshi,7.120659736411519,11.531269638723769,0.0019723396747147555
Boukada,5.554946690779065,6.048025671559658,0.0011199612589430378
Boye,6.7516875602700095,7.88572806171649,0.00048216007714561236
Bradley,7.149128350961885,13.541648549927245,0.002067210613009454
Brance,7.412531841558024,14.079706294286042,0.002448193574252753
Brayaron,6.968276856524874,7.599855803893295,0.002883922134102379
Breathe,6.481599698131621,9.29934560256956,0.0014611836002797747
Breezy,4.105703216121723,3.0971799036133434,0.0003889239264386145
Brizz,4.842343391515072,5.996472442571968,0.00085024095652022
Broeki,6.799191578982906,10.612254445417951,0.002276214189537902
BrokenBlade,6.391970453681903,9.507393434358255,0.0014706559389365847
BrokenSword,6.526969437697886,9.462849878961778,0.0019272518690313534
Brucee,5.800706388529985,7.378143327631945,0.0015920729027278538
Bruhruto,3.9613114217856693,3.35410915881164,0.00041415987314060413
Bruno,5.863495060748626,9.675884849775741,0.0014961084150969177
BuLLDoG,6.530086769367441,11.647671359012952,0.0012780403452796018
BuLuKaKa,7.123446018939779,12.27377610685203,0.0023965195334269087
Buchi,6.02152404480314,8.966441125861301,0.0010618390585394224
Buero,6.880421281227899,10.164844544025485,0.002622419995802642
Buggax,7.71492742561457,11.93612551518099,0.0025839949796151243
Built,6.344492119372262,9.94672026726797,0.0020304191147586977
Bulas,4.240984363521553,3.4350355332308293,0.0005388191484878162
Bull,7.025849129448889,10.91461529044577,0.001969311074217556
Bumblebee,6.9611823575177745,13.19973849596381,0.002592671419552027
Burdol,6.860435192671663,11.590131850094128,0.002063153494981489
Burence,3.89680086349411,3.0779348249207747,0.00023542921681404618
Busio,4.224460839171639,3.7276736689676833,0.000443264104644919
Bust,6.172660958445347,9.641717456908136,0.0013071010197674843
Busvicke,6.008359526530308,9.16252997342662,0.001422893049539736
Bvoy,6.961228347346043,12.188396731735441,0.0016597460656071095
Bwater,5.83226884668393,9.54905573240384,0.0013087210735080162
Bwipo,6.875745940682078,11.723757031509644,0.0018261127403637594
C7,6.389933956914673,9.456944075262847,0.0018037139253918666
CBL,4.312519294953071,4.156352237723015,0.0004808618324411102
CHECKFIDER,6.706229321423094,10.320991192247387,0.0013976631422071264
CHEF,5.6508882281825015,6.710096374441115,0.0010666876299831435
CK GOMAMUGICH4,4.1788342166670605,3.67517380195178,0.00021646486883801272
CK GOMAMUGICHA,4.2543441487717315,3.3960199732198517,0.00039612127770372925
CK Ls ,3.8980097954243127,2.755093181808817,0.0002784424078246989
CK Razer,5.802342404336555,9.722448561452612,0.0013111887326085604
CK Saba,6.602634796521417,12.707052666889098,0.0020752518253178585
CK gotae,6.643844470563602,12.033190987958916,0.0019374801920706065
CK ss1,6.059798235359957,6.711831213922884,0.0016864661389290672
CKZ vorfles,7.743481523888443,12.420286746227932,0.0019321088401094784
CNV Chrome,7.689022050515966,10.060220255088739,0.0021505074389949934
CPM,5.698208994213869,6.497903563508847,0.0009337323205353996
CROmpir,7.200671407030325,13.086465531967143,0.0023234986650500556
CRZ Cold Rose,7.237506105518964,12.017620226441204,0.0026141191499557993
CRZ Flashpowa,7.2738971252841855,8.49999184749282,0.0020563813218262466
CRZ Satto,4.445218341865109,4.810190669420088,0.0008840153437274256
CRZ Zeradyn,4.501536570374923,4.476336816226183,0.0
CRZ pvm,4.805777504609711,4.0221266133988935,0.0
CRoNiiK,6.095440054230039,7.194095671668608,0.001293246636647167
Caedrel,4.651432053625838,3.8275441803778185,0.0006093845216331506
Caliste,7.663663348604824,12.195071712658557,0.0025457447495436346
Calix,6.760844931751204,10.242468662510685,0.001488076541051597
Callian,4.212072745285132,3.8860686771820028,0.0004654089051904682
Callme,6.99339541578402,12.836936811280257,0.002188831821253825
Calmsky,4.042134527469568,3.8279949465776313,0.0004770624033820789
Caltys,7.296948260974101,12.215689583045169,0.0026161881517298294
Camana,6.914379306398462,11.346160463210058,0.002546148698298566
Camilonicolau,5.951422421953101,7.66121593693999,0.0018075947756471854
Caner,7.254976635374234,10.877017191369907,0.003133280223068146
Canna,6.6397716922368515,10.270381503935802,0.001476106240837627
Canyon,6.304827145192335,7.685129267043749,0.001632507274153383
Cape,5.621865123331817,5.9339016594664376,0.0013347094496861274
Caps,6.942020184112488,10.406844170362096,0.0016907748892378363
CaptainSexy,6.543321938768995,10.38635164189886,0.002386808208625532
Carbono,5.655764818802344,5.3930914045039335,0.0008638477014225517
Care,6.641296218338161,9.905285489611204,0.0017373597346247518
Career,4.319702265712498,3.8225497727549245,0.0005730669651066025
Carim,5.6205947613921845,6.287883274458166,0.0010695905817779557
CarioK,5.94936279631512,6.762372067982679,0.001291488285408504
Carlsen,6.240096113680301,7.833052840271034,0.0011956615412501528
Carnage,5.927092147434113,6.975256265747601,0.0019129482202021716
Carros,6.641814136300341,11.36428266045682,0.0027986372708847396
Carry,4.1886458979942836,3.7045517245821666,0.0005284629464921207
Cartamenio,4.648724613167613,3.9669697507714567,0.00015248551387618176
Carzzy,7.0036768599807715,12.182318838589259,0.00214894399462734
Casting,6.556880752861253,10.726275262313358,0.0016635688496542357
Castle,6.0956882747045285,9.374225396853683,0.0011258993871204985
Caucha,6.654391905473598,9.339485071126234,0.0016976419662671912
Cavalo,4.315084291786798,3.4218448549696574,0.0004551107502295262
CbhhuZi,4.069420563189178,3.374176731391905,0.0002449777675382153
Cboi,6.196843578865114,7.308211248526722,0.0015842661787232799
Ceasarna,6.207890065283741,7.743771743876227,0.0023708120896130925
Celo,7.308768728179525,11.544294040162116,0.0021397985322981388
Centu,4.388933278509337,3.710092724835261,0.0006130530051997109
Ceos,3.813710638653994,2.6807512664642794,0.00019510995935070798
Chama,6.690905683947532,10.39200068409625,0.002127390618958389
Chan,6.822725929491399,11.605854480754477,0.002504899327719384
Chance2Win,6.687992610163968,12.65066403825149,0.0029249731570401964
Chap1nho,4.6018336607727575,7.854616895874264,0.0013097576948264572
Charley,4.729483234169319,5.1286344869893,0.0009268135272192757
Chasy,6.602416233865905,11.205310304023866,0.0018415921331337692
Cheng9,6.514693562807811,11.112122140549822,0.002268777031203609
Cherry,3.9081681101144667,3.4018731889013925,0.00039692503454556174
ChiCh1,7.456751497809497,14.088756409519814,0.003270238626676346
Chien,6.709589248196786,11.357859474506247,0.002012154132067247
Chika,7.141935474876968,12.825319793485537,0.0026383114776064136
Chompy,6.048763744709022,13.969629103739125,0.0018082829513755324
Chordy,5.136469613584015,7.053105108591178,0.0010410382507566557
Chova,3.7771573604060915,4.405583756345178,0.0005076142131979696
Chovy,7.365096202813054,13.056554899250319,0.002009506860151428
Chrislai,4.731144320060338,4.376136800987922,0.0001422879908935686
Chryssey,7.1292784575871675,16.099964979315104,0.0033536535740333307
Cid,7.01772690034851,12.366778466073324,0.002071168298785325
Cinkrof,5.980274185225412,8.015914132987849,0.0016935160579329258
Cipher,6.529315756775813,11.148425855745048,0.002431835441973367
Citrus,5.679384861353042,6.954456404250604,0.0009908259521441945
Claww,5.977503022606086,9.45520085991507,0.0013122206146569167
Clayce,5.1982419824737525,10.170687994082234,0.0010315988694099526
Clear,6.250275114707576,9.824024915451076,0.001297676895130025
Click,4.189708944231209,3.753966411351169,0.0004904631321732953
Climber,5.911890187719768,6.780452712853805,0.0015687585134092988
Closer,5.770795460003477,6.142869215601969,0.0013483998339029312
Cloud,4.376956541032625,3.726447145917951,0.0004683714709912257
Clozer,6.788293957600883,10.795013666590718,0.0014862284633661122
CoBiT,4.364692110017763,4.147645027500335,0.0005690936006601426
Coated,6.786773481739241,11.131697564520758,0.0020922467073396546
Coldraa,6.913042454326817,11.656792712827862,0.0019109175718051675
Coli,4.0528934128504,3.9817785544242446,0.00036926278525360224
Colomblbl,4.247031290533773,3.854576119119363,0.0005099299187350531
Color,6.984185729253972,11.449369130558924,0.0020443776831475954
Comp,7.575867980268271,11.95071275701884,0.002055226767029433
Competitive,6.465917899830224,10.394446721667517,0.0018556669768179592
Conformista,6.652015030854159,9.190400895628809,0.0016810944743059705
Congolese,5.4118155250462205,8.697992724415332,0.0006390548145052185
Contractz,5.708575053337019,7.386207531668108,0.0011841417396978964
CoreJJ,4.2010661616164064,3.3705118897912754,0.0005498702273624646
Cospect,4.143077251744475,3.190444617714527,0.00019863337565564996
Courage,5.402784191782455,6.262077073674611,0.0011656478394525582
Coward,6.759480544306013,9.789569189266878,0.003171852502239857
CrAzY,7.589489688830545,11.493679863469296,0.003058876093710452
Crack,4.14039300601865,3.535425364803575,0.0003258814621818976
Cracker,6.834612770741085,13.529943774184973,0.002227570592297362
Crecre,3.8312070628813286,2.5604185002824065,5.543237250554324e-05
Crem,7.650656004404332,12.86199316630661,0.0029114848824950933
Creme,6.950554984596933,12.571738590964575,0.0020321952386000326
Crimson,6.2488769040803245,9.463974456078665,0.0015011369585319501
Cripple,6.43888491468715,13.374415708849286,0.002266178066242664
Crisp,4.1568957595819125,3.035911629512258,0.0003312143813857961
Cristonex,6.589735253517344,8.530848955742233,0.001360641526914479
Croac,5.875177215760767,10.099845673887302,0.0013370359879893978
Croco,6.223489699065812,7.458812980565769,0.001809040964579953
Crow,4.242841012560046,3.788650942557647,0.0009924756481462583
