playername,mean_kills,std_kills,mean_deaths,std_deaths,mean_damage,std_damage
Fatihcan,2.533333333333333,1.995232412766087,3.2666666666666666,2.4630604269214884,13399.8,8661.590708409165
Fatorix,4.333333333333333,3.086974532565159,2.4444444444444446,1.5038078030442361,21838.333333333332,9238.165676086543
Feather,0.6063829787234043,0.8061335451464519,3.7872340425531914,2.350348134476518,5145.627659574468,2094.551492956445
Fede,4.6,3.4886057917698836,2.6,1.8114859871060227,25603.963636363635,10204.065680211032
Feisty,3.921875,2.546735772560258,2.390625,1.5493694313883424,24994.625,10747.502517565621
Feitan,1.75,1.2583057392117916,6.75,1.707825127659933,9658.5,3650.0502736263784
Felopo,1.0,,4.0,,9849.0,
FenRir,6.573529411764706,3.504011247130574,3.1470588235294117,2.031576888331959,27273.66176470588,8498.785213650828
Feng,6.252525252525253,3.889660376400946,3.0303030303030303,2.0276383440284405,23089.666666666668,9634.503923770175
Ferenc,2.0,2.1908902300206643,4.166666666666667,1.8348478592697182,16390.666666666668,3458.3943480561416
Ferrari,1.7272727272727273,1.6180796699117812,3.3636363636363638,2.6934263410283665,8380.636363636364,2223.0563768257102
Ferret,2.765625,1.981999851841168,2.1875,1.884565547171894,13062.015625,5433.9839998718335
Fikus,2.1,2.1496633763403397,4.8,2.3078812338319503,14621.0,6489.616759425053
FireAscept,2.5,1.2692955176439846,4.0,1.8856180831641267,18089.5,8213.069330849054
Fireblade,3.0,2.29128784747792,2.7777777777777777,1.7159383568311666,15342.666666666666,4120.55970106004
FisheR,2.3333333333333335,2.0816659994661326,3.3333333333333335,3.0550504633038935,20568.666666666668,6944.6567469770125
Fisher,3.57,2.4047721914828633,2.88,2.0364357851576633,24183.23,9222.299521362183
Fishireal,3.076923076923077,2.3259957889593026,3.6153846153846154,1.8045526471705546,18893.69230769231,5249.681758364269
Fishue,4.0,3.391164991562634,3.8,0.8366600265340756,11844.8,10356.755727543254
Fla01,0.6666666666666666,1.1547005383792517,6.0,1.0,5447.666666666667,630.3525468603528
Flakked,3.2045454545454546,3.0391212427473824,2.5,1.6210820388691578,22281.93181818182,10621.42363207434
Flamer,3.6666666666666665,2.516611478423583,2.6666666666666665,1.5275252316519465,24975.666666666668,6634.936498063364
Flandre,3.0833333333333335,2.3667274032719945,2.451388888888889,2.027192281706042,19805.38888888889,7238.129284560723
Flauren,4.270588235294118,2.696506714136598,2.5764705882352943,1.8540590643249755,20553.894117647058,7001.752790795843
FleekZ,1.0,0.0,4.0,4.242640687119285,3022.0,680.2367235014588
Fleshy,0.7567567567567568,0.7603144599953877,3.4594594594594597,2.1160050750122217,8177.405405405405,5771.860375320264
FlickeR,6.3061224489795915,3.361572558792568,1.7142857142857142,1.5275252316519465,23677.79591836735,10521.193698078321
FliiZee,6.625,4.602535533087532,2.1875,1.905037182489273,30701.5,10880.367487666335
Flip,4.703125,3.0272817053933925,2.921875,2.026057924711363,26600.765625,10098.688206092856
Floris56,4.181818181818182,3.4876405152533088,2.8181818181818183,1.9908883353006928,22805.18181818182,10718.266052101728
Fluffy,1.875,1.6420805617960927,3.5,1.1952286093343936,17231.375,12480.282905876546
Flying,3.3333333333333335,2.8867513459481287,2.6666666666666665,1.5275252316519468,11748.333333333334,3182.85568842405
FoFo,3.142857142857143,2.3952718403012407,1.8571428571428572,1.5118578920369088,24447.825396825396,9064.571471001425
Fogzy,3.607142857142857,2.8197620823498926,4.142857142857143,1.9381985854431316,22305.071428571428,8258.219662536774
Follow,4.1875,2.926174977679906,3.75,2.23606797749979,18306.0625,10151.914981708296
FoobaR,1.8095238095238095,1.435933411375598,5.333333333333333,2.2211108331943574,12535.952380952382,4432.47381804101
Fool,1.1428571428571428,0.8644378215075665,4.928571428571429,2.335817620458403,5674.857142857143,2080.9675951028485
Fooneses,2.5,0.7071067811865476,7.5,0.7071067811865476,13539.5,3386.3343751023763
Forest,4.589285714285714,2.6613515753827426,2.75,2.6094234821298956,17663.73214285714,6130.264880799706
Forlin,2.40625,2.2122733162533175,3.0625,1.6448845434529205,19056.15625,10351.559658423224
Fornoreason,3.507936507936508,2.5518684860504246,3.4444444444444446,1.7759847588871036,21596.714285714286,7842.076737842595
Fortu,0.8181818181818182,0.9816498172140428,5.181818181818182,2.821991559809555,8093.727272727273,3219.763845095136
Foxie,4.7407407407407405,3.0330562473238443,3.925925925925926,2.200103597664401,23022.51851851852,7254.1955041965475
Fragola,2.0416666666666665,2.6617935546424767,3.9166666666666665,2.5180507759266746,12708.541666666666,5986.877984240901
Franky,3.727272727272727,3.0361458822299396,3.5454545454545454,1.9679246105293955,18140.636363636364,3729.77380742391
Frappii,6.0,1.7320508075688772,3.6666666666666665,3.055050463303893,32888.666666666664,9088.524706096878
Fred,4.142857142857143,2.734262327610589,2.4285714285714284,1.618347187425374,17738.85714285714,4722.638119687323
Free,4.25,3.774917217635375,2.0,1.4142135623730951,20989.0,6493.932860755491
Freestyle,1.1666666666666667,1.6020819787597222,7.666666666666667,3.07679486912382,7972.5,4392.371466531491
Fresskowy,3.883720930232558,3.0722204032230604,2.395348837209302,1.6781443107779006,23616.488372093023,7653.559440741073
Frexey,4.294117647058823,3.5490263785007454,3.588235294117647,2.1811356998537414,23772.058823529413,10963.948037035907
Friple,3.0,,7.0,,13329.0,
Frixter,0.6666666666666666,0.5773502691896258,2.3333333333333335,0.5773502691896258,13027.333333333334,3162.810353678092
Frog,2.977777777777778,2.0716262828223626,2.022222222222222,1.5933695324426016,18752.655555555557,6404.922669955888
Frost,3.457627118644068,2.9845697079011013,3.559322033898305,2.0949132682291856,18046.457627118645,12087.40187182939
Frozen,0.8727272727272727,0.9632996044565408,4.163636363636364,2.2091026866433077,6053.836363636364,1908.4243623474697
Fudge,2.9130434782608696,1.7866926236487815,2.9565217391304346,1.8252125810939328,19723.91304347826,8166.892714765681
Fugu,3.5,3.5355339059327378,2.5,3.5355339059327378,22078.0,14891.668811788692
Fun K3y,5.315789473684211,3.4571138029247304,2.5526315789473686,1.8844652036693816,26422.763157894737,10097.440305650414
Funky Dog,4.416666666666667,3.1656640016635644,2.861111111111111,1.9295118224607677,16767.972222222223,6089.116396072638
Furby,0.6938775510204082,0.8945222568652001,2.693877551020408,2.093681781303105,5853.693877551021,2588.537136782743
Furuy,4.140625,2.7479700299883705,2.328125,1.9684389714001762,25189.640625,10186.32804437054
Fush,3.1818181818181817,2.2279219832921355,3.727272727272727,1.4893561757289013,13204.545454545454,7638.524364870958
Fuuu,2.3333333333333335,2.0,2.888888888888889,1.4232501627054275,19630.666666666668,9053.814249339252
Fynox,6.666666666666667,5.686240703077327,2.3333333333333335,0.5773502691896257,22094.333333333332,13990.515442017615
GALA,5.588785046728972,3.733967668271756,2.3551401869158877,1.828765623741141,26546.233644859814,10728.44048486768
GBCN Pyrus,1.25,0.9574271077563381,5.25,1.707825127659933,6968.0,2327.622678471176
GDG Compu,0.0,,1.0,,5949.0,
GDG miaemi,1.0,,4.0,,2776.0,
GGA Hosanna,1.0,1.224744871391589,5.4,3.9115214431215892,10027.4,2770.209522761771
GIDEON,2.7395833333333335,2.2675968808487736,3.125,2.006568162179816,12581.53125,5362.240327076824
GLE notiim,10.5,2.1213203435596424,3.0,1.4142135623730951,36077.0,7078.138879677341
GLR Nicolayyi,3.0,1.7320508075688772,4.666666666666667,4.509249752822894,13066.333333333334,3590.428154598464
GLR RonyG,2.0,2.160246899469287,5.5,1.0,21005.5,11503.631122389139
GMB atatt,0.0,,3.0,,7532.0,
GRX,3.4545454545454546,2.5441555126853532,3.272727272727273,2.327698824629556,12794.0,5946.412447854588
GTZ Gary,3.0,2.8284271247461903,1.0,0.0,16038.0,1323.703894381217
GTZ Spy2,12.0,,2.0,,27943.0,
GUP 1334mat,12.0,,4.0,,28926.0,
GUP Legend,1.0,,3.0,,5283.0,
GUP Ricarderix,0.3333333333333333,0.5773502691896258,3.6666666666666665,1.5275252316519468,8398.666666666666,4720.7599317624
GUP Sidbuck,3.6666666666666665,2.516611478423583,3.0,2.0,14403.0,10117.689261881886
GZ Frozen,1.5714285714285714,1.618347187425374,4.714285714285714,2.690370836538197,7298.571428571428,2281.7307653871626
GZ Gon,3.7142857142857144,1.3801311186847085,4.0,2.309401076758503,17400.428571428572,8860.929952270677
GZ Herma,7.2,2.588435821108957,4.0,1.8708286933869707,38481.4,17153.6106053507
GZ Kin0,1.0,1.224744871391589,4.8,1.6431676725154982,12337.4,8306.298441544224
Gaarfield,1.2222222222222223,0.97182531580755,4.222222222222222,2.386303510546059,8535.111111111111,4188.43008908005
Gaeng,0.5652173913043478,0.9809785117828578,4.956521739130435,2.3376771161811267,5588.369565217391,2850.2037382045796
Gakgos,4.0,2.6273990573286756,3.03125,2.292827174388184,19925.84375,8423.974095131322
Galaxynt,2.6,3.577708763999664,4.2,1.9235384061671346,12637.2,5768.440187780402
Ganks,2.8181818181818183,3.033721016089516,2.8181818181818183,1.867934016280417,14213.863636363636,7764.975125189082
GaraXy,2.142857142857143,1.3451854182690985,4.285714285714286,1.3801311186847083,16485.85714285714,8696.105305031126
Garank,0.5,0.5270462766947299,5.4,1.776388345929897,6467.6,2661.561496565503
Garden,3.367816091954023,2.6724909664551806,3.67816091954023,1.8457635520517968,22708.436781609194,9828.257988375826
Gastruks,0.8055555555555556,0.9803627446568497,3.5555555555555554,2.4662805360582323,6169.444444444444,2375.403453785055
Gato,1.4285714285714286,1.511857892036909,4.857142857142857,3.0237157840738176,10680.285714285714,5376.112930184338
Gatovisck,1.0,1.2649110640673518,5.5,1.8708286933869707,6479.5,2075.5298841500694
Gavotto,5.925,3.09165543573881,2.325,2.092569270979136,27049.35,10811.000657094248
Gaëthan,4.055555555555555,2.48459304804209,3.0555555555555554,1.6967866593417869,19414.5,6099.113303442993
GekkoSzaby,1.0,,6.0,,8463.0,
Gemini,2.9240506329113924,2.182518845330769,3.329113924050633,2.234470734024926,11784.54430379747,4429.810399361812
Genos,3.1666666666666665,1.1690451944500122,4.0,0.8944271909999159,18695.166666666668,7892.969135038263
Ghost,6.857142857142857,2.6726124191242437,0.8571428571428571,1.4638501094227998,28898.85714285714,11808.346856194159
Ghost2,3.0,,6.0,,12026.0,
GianKios,2.5714285714285716,1.9880595947760098,4.142857142857143,2.7945525240230875,17053.0,6470.845385264587
Gilito,1.0,1.0,4.235294117647059,1.855040827202527,6601.176470588235,2260.8042881708634
Giomatic,0.0,,4.0,,6104.0,
Giyuu,5.394736842105263,2.9578323025189515,2.460526315789474,1.7846814055450473,23819.605263157893,7362.5719601761375
GoDirr,2.923076923076923,2.7827306272059,3.6153846153846154,1.8501559185854912,20052.846153846152,6522.937424276401
Goldenpenny,4.739130434782608,3.2081910975777412,3.4782608695652173,1.83078634912064,21212.217391304348,9023.542022532563
Goliah,3.210526315789474,2.7817736393117687,2.6052631578947367,1.838616896212587,13763.342105263158,7116.480322258902
Goliath,1.1866666666666668,1.1705084750184809,4.64,2.6078882416777525,8367.16,3579.337754087736
Gom,1.125,1.246423454758225,5.25,1.0350983390135313,6781.75,4057.3894052351307
Gon,2.5,0.7071067811865476,5.0,0.0,16788.0,9951.82083841947
Gordinho,0.6,1.3416407864998738,6.0,2.5495097567963922,5167.4,1051.6702429944476
Gori,3.8958333333333335,3.1706069177604395,3.3125,2.0228087697923742,26178.166666666668,9923.31178917846
Grave,4.096153846153846,3.543896246127735,2.75,1.791866153965047,20551.75,7993.2641443513285
Grell,3.7222222222222223,2.981956319610247,3.361111111111111,2.576296098530133,15929.833333333334,10642.875155305948
Gremy,2.0,1.8516401995451028,5.75,2.1213203435596424,11653.75,3781.1561629442695
Grevthar,3.857142857142857,2.824729027120133,2.4285714285714284,1.7688753095193506,22627.785714285714,8841.33257679234
Grimm,2.0,2.5495097567963922,3.0,1.224744871391589,11415.4,5899.777055109795
Grizzly,4.393258426966292,3.5375196033125005,2.6853932584269664,1.8128048685166507,15636.85393258427,6702.271754532463
Gru,5.105263157894737,3.8570964445365044,2.789473684210526,1.8731716231633881,29869.315789473683,14561.915682326324
Gryffinn,2.625,2.774243783705493,3.75,2.659215781283755,13077.25,4482.717216472297
Grèédy,1.0,1.0954451150103321,6.1875,1.5585784121008048,6114.3125,2022.3292748297279
Gtracks,1.6,0.8944271909999159,4.4,1.816590212458495,13616.2,3558.487276919787
Guanch0,4.875,2.4748737341529163,4.125,2.900123150094541,21108.5,8959.596977543131
Guardian,3.8,2.425128862555555,2.9076923076923076,1.9821317196004289,21194.615384615383,7005.979432091177
Guertas,5.017857142857143,3.089519359079964,2.5535714285714284,1.8676153278946426,14295.19642857143,6004.441872237412
Guigo,3.3442622950819674,2.6701138920879974,3.180327868852459,2.239852649329947,22793.573770491803,8278.592558438533
Guigs,0.8275862068965517,0.9661767627850573,3.4482758620689653,1.681542805549877,6958.896551724138,3219.30054897497
Guirlande,2.3333333333333335,1.9663841605003503,4.666666666666667,2.1602468994692865,11310.0,3648.801337425758
Guli,3.5652173913043477,3.057421476825941,3.739130434782609,2.32021533687849,15335.0,5932.171425218747
Gumayusi,5.516129032258065,3.619430964241318,1.978494623655914,1.5321091928368316,25390.956989247312,10318.28965848463
Guppy,4.714285714285714,3.5610839194434445,3.0,1.5689290811054724,21247.928571428572,7761.578719904522
Gury,3.4126984126984126,2.7098084721923033,2.6666666666666665,2.0080483222562475,14932.984126984127,8117.81397654618
Gus,3.6875,2.330057223903882,3.0,1.591644851508443,21850.75,5767.697270141698
Guti,4.176470588235294,2.405875161789915,2.823529411764706,1.7743267157199787,22362.725490196077,7447.970940003544
Guubi,2.3076923076923075,1.4935759876113537,5.923076923076923,3.1744169664559,15503.076923076924,6778.587825665195
Guwon,3.0625,2.839099130176286,3.71875,1.9548842883007582,13097.15625,5206.261014297298
H1tokiri,2.0,0.0,3.0,0.0,18039.0,2790.2433585621166
HAKA,1.7857142857142858,1.7177163475234933,4.285714285714286,2.1636355241395626,16078.142857142857,7605.656506909768
HALdesu,2.903225806451613,2.357326716285171,3.129032258064516,1.7076677171680867,11267.58064516129,7239.38059401122
HAP DerSchrank,1.75,1.707825127659933,3.75,2.753785273643051,14691.25,4638.811871948822
HAP Dishonored,7.0,5.773502691896257,4.75,3.2015621187164243,22354.25,9032.754780058334
HARPOON,7.416666666666667,4.330779342972131,2.4166666666666665,1.7300109401698431,26286.8,8480.118442968804
HAWHAW,3.9285714285714284,2.8679739756969074,3.142857142857143,1.95555000554213,22686.35714285714,5151.232273889467
HC KZT,5.8,3.420526275297414,4.2,1.9235384061671346,20129.0,6815.665081266831
HLE Eclipse,8.0,7.0,4.666666666666667,0.5773502691896257,23840.333333333332,15070.029539895844
HLE Hailstone,2.0,2.6457513110645907,4.666666666666667,1.5275252316519468,7180.0,4231.154925076604
HLE Panther,3.6666666666666665,4.041451884327381,4.0,2.6457513110645907,19001.0,9484.109288699703
HM Delta 1,4.4,2.073644135332772,2.8,2.3874672772626644,19668.8,9178.977159792914
HNS Bera,1.0,1.0954451150103321,3.1666666666666665,1.4719601443879746,6344.166666666667,3468.2155305959095
HNS Nakamoto,1.1851851851851851,1.6878989451394444,4.962962962962963,1.8704479406215768,11918.333333333334,5326.996534344947
HNS R1to,1.35,1.3088765773505315,4.0,1.6858544608470492,12621.05,6267.7680613638395
HNS Rumi,4.111111111111111,4.24566143558822,4.074074074074074,1.7958483301969645,16409.185185185186,10707.681053398563
HNS Skinny,0.8,0.4472135954999579,4.8,1.9235384061671346,9348.8,3347.7474068394113
HNS ekkusu,1.3181818181818181,1.0861186305619104,5.090909090909091,1.4770978917519928,8873.90909090909,4529.580164599415
HNS phast,0.5714285714285714,0.6761234037828132,4.190476190476191,2.040074695177792,5019.238095238095,1863.7329182251917
HNS tetras256,1.2,1.7888543819998317,4.4,1.816590212458495,15735.2,7357.82846361615
HNVR Boempel,3.75,3.304037933599835,4.5,1.7320508075688774,15772.75,6282.304268074467
HNVR storm,5.0,1.414213562373095,3.5,2.6457513110645907,18742.25,7387.7711738160015
HOF Crisrock,1.0,,6.0,,11928.0,
HOF Ghost2,5.0,,4.0,,17326.0,
HOF Julzh,2.0,,6.0,,15419.0,
HOF Leazor,4.0,,3.0,,31996.0,
HOF Martim,2.5,3.5355339059327378,7.0,1.4142135623730951,16323.0,5112.382027978739
HOF Phlloz,1.0,,4.0,,11361.0,
HOF Primata,0.0,,4.0,,19934.0,
HOF Sashimi,3.0,,5.0,,15677.0,
HOF Silence,2.0,,3.0,,10908.0,
HOF ThunderPeng,0.25,0.5,5.5,2.886751345948129,8451.75,4000.355598777022
